,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1003,Unlabeled 1003,Unlabeled 1003,Unlabeled 1004,Unlabeled 1004,Unlabeled 1004,Unlabeled 1005,Unlabeled 1005,Unlabeled 1005,Unlabeled 1006,Unlabeled 1006,Unlabeled 1006,Unlabeled 1007,Unlabeled 1007,Unlabeled 1007,Unlabeled 1008,Unlabeled 1008,Unlabeled 1008,Unlabeled 1011,Unlabeled 1011,Unlabeled 1011,Unlabeled 1012,Unlabeled 1012,Unlabeled 1012,Unlabeled 1013,Unlabeled 1013,Unlabeled 1013,Unlabeled 1014,Unlabeled 1014,Unlabeled 1014,Unlabeled 1015,Unlabeled 1015,Unlabeled 1015,Unlabeled 1016,Unlabeled 1016,Unlabeled 1016,Unlabeled 1017,Unlabeled 1017,Unlabeled 1017
,ID,"C3720","C3720","C3720","C3A70","C3A70","C3A70","C3A90","C3A90","C3A90","C3AD0","C3AD0","C3AD0","C3AF0","C3AF0","C3AF0","C3B00","C3B00","C3B00","C3B50","C3B50","C3B50","C3B70","C3B70","C3B70","C3B80","C3B80","C3B80","C3BB0","C3BB0","C3BB0","C3BC0","C3BC0","C3BC0","C3BD0","C3BD0","C3BD0","C3BE0","C3BE0","C3BE0"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
8,0.066667,-0.160307,0.154607,0.126204,-0.137264,0.153116,0.082043,-0.184950,0.151196,0.083574,-0.000000,0.000720,-0.000348,0.000086,0.000721,0.081744,-0.041310,0.000265,-0.000043,,,,,,,,,,,,,,,,,,,,,
9,0.075000,-0.160308,0.154596,0.126219,-0.137272,0.153058,0.082082,-0.184949,0.151208,0.083553,0.000003,0.000726,-0.000344,0.000066,0.000698,0.081782,-0.041253,0.000357,-0.000133,,,,,,,,,,,,,,,,,,,,,
10,0.083333,-0.160315,0.154592,0.126235,-0.137273,0.153115,0.082064,-0.184947,0.151206,0.083569,0.000022,0.000773,-0.000395,0.000081,0.000734,0.081742,-0.041262,0.000340,-0.000121,,,,,,,,,,,,,,,,,,,,,
11,0.091667,-0.160308,0.154592,0.126228,-0.137256,0.153103,0.082013,-0.184930,0.151224,0.083541,0.000014,0.000761,-0.000375,0.000109,0.000797,0.081647,-0.041248,0.000362,-0.000135,,,,,,,,,,,,,,,,,,,,,
12,0.100000,-0.160299,0.154614,0.126206,-0.137271,0.153115,0.082065,-0.184949,0.151213,0.083568,0.000010,0.000743,-0.000363,0.000105,0.000784,0.081666,-0.041323,0.000250,-0.000016,,,,,,,,,,,,,,,,,,,,,
13,0.108333,-0.160323,0.154577,0.126261,-0.137268,0.153123,0.082041,-0.184949,0.151204,0.083567,0.000006,0.000739,-0.000350,0.000093,0.000762,0.081690,-0.041240,0.000364,-0.000143,,,,,,,,,,,,,,,,,,,,,
14,0.116667,-0.160299,0.154605,0.126214,-0.137260,0.153099,0.082015,-0.184949,0.151211,0.083568,-0.000005,0.000707,-0.000330,0.000092,0.000754,0.081719,-0.041234,0.000385,-0.000168,,,,,,,,,,,,,,,,,,,,,
15,0.125000,-0.160305,0.154608,0.126201,-0.137261,0.153092,0.082031,-0.184954,0.151193,0.083581,0.000007,0.000753,-0.000363,0.000104,0.000790,0.081649,-0.041247,0.000363,-0.000138,,,,,,,,,,,,,,,,,,,,,
16,0.133333,-0.160307,0.154601,0.126212,-0.137282,0.153044,0.082099,-0.184953,0.151198,0.083585,-0.000004,0.000709,-0.000315,0.000079,0.000728,0.081756,-0.041250,0.000361,-0.000138,,,,,,,,,,,,,,,,,,,,,
17,0.141667,-0.160314,0.154586,0.126224,-0.137267,0.153084,0.082030,-0.184950,0.151195,0.083577,-0.000005,0.000693,-0.000314,0.000107,0.000789,0.081635,-0.041311,0.000260,-0.000046,,,,,,,,,,,,,,,,,,,,,
18,0.150000,-0.160305,0.154587,0.126220,-0.137265,0.153125,0.082036,-0.184933,0.151215,0.083548,-0.000000,0.000711,-0.000331,0.000078,0.000713,0.081782,-0.041354,0.000216,0.000044,,,,,,,,,,,,,,,,,,,,,
19,0.158333,-0.160298,0.154604,0.126206,-0.137265,0.153078,0.082042,-0.184952,0.151200,0.083576,-0.000003,0.000705,-0.000324,0.000090,0.000731,0.081734,-0.041243,0.000382,-0.000164,,,,,,,,,,,,,,,,,,,,,
20,0.166667,-0.160300,0.154617,0.126198,-0.137276,0.153045,0.082094,-0.184928,0.151226,0.083541,-0.000005,0.000708,-0.000323,0.000074,0.000697,0.081797,-0.041320,0.000253,-0.000018,,,,,,,,,,,,,,,,,,,,,
21,0.175000,-0.160291,0.154625,0.126178,-0.137267,0.153120,0.082050,-0.184942,0.151215,0.083556,0.000007,0.000742,-0.000354,0.000069,0.000704,0.081797,-0.041250,0.000352,-0.000134,,,,,,,,,,,,,,,,,,,,,
22,0.183333,-0.160308,0.154601,0.126215,-0.137286,0.153078,0.082110,-0.184950,0.151208,0.083565,0.000001,0.000729,-0.000341,0.000081,0.000703,0.081811,-0.041259,0.000347,-0.000119,,,,,,,,,,,,,,,,,,,,,
23,0.191667,-0.160310,0.154593,0.126209,-0.137284,0.153075,0.082126,-0.184945,0.151213,0.083551,0.000002,0.000748,-0.000356,0.000112,0.000801,0.081640,-0.041284,0.000327,-0.000068,,,,,,,,,,,,,,,,,,,,,
24,0.200000,-0.160313,0.154608,0.126210,-0.137282,0.153049,0.082103,-0.184947,0.151210,0.083563,-0.000017,0.000705,-0.000302,0.000082,0.000734,0.081743,-0.041326,0.000242,-0.000002,,,,,,,,,,,,,,,,,,,,,
25,0.208333,-0.160309,0.154595,0.126211,-0.137270,0.153121,0.082053,-0.184947,0.151209,0.083575,-0.000008,0.000722,-0.000324,0.000115,0.000815,0.081629,-0.041234,0.000385,-0.000163,,,,,,,,,,,,,,,,,,,,,
26,0.216667,-0.160303,0.154596,0.126214,-0.137267,0.153111,0.082051,-0.184946,0.151206,0.083561,0.000039,0.000772,-0.000408,0.000108,0.000772,0.081682,-0.041243,0.000356,-0.000138,,,,,,,,,,,,,,,,,,,,,
27,0.225000,-0.160312,0.154589,0.126225,-0.137261,0.153124,0.082035,-0.184945,0.151207,0.083566,0.000002,0.000735,-0.000348,0.000107,0.000791,0.081651,-0.041305,0.000264,-0.000035,,,,,,,,,,,,,,,,,,,,,
28,0.233333,-0.160289,0.154606,0.126185,-0.137272,0.153077,0.082113,-0.184938,0.151205,0.083561,0.000000,0.000722,-0.000339,0.000117,0.000796,0.081644,-0.041240,0.000378,-0.000151,,,,,,,,,,,,,,,,,,,,,
29,0.241667,-0.160300,0.154604,0.126209,-0.137270,0.153110,0.082058,-0.184943,0.151201,0.083568,0.000004,0.000719,-0.000336,0.000087,0.000708,0.081780,-0.041319,0.000238,-0.000011,,,,,,,,,,,,,,,,,,,,,
30,0.250000,-0.160288,0.154617,0.126172,-0.137279,0.153071,0.082116,-0.184934,0.151215,0.083561,0.000008,0.000755,-0.000346,0.000095,0.000746,0.081733,-0.041315,0.000250,-0.000020,,,,,,,,,,,,,,,,,,,,,
31,0.258333,-0.160287,0.154617,0.126174,-0.137289,0.153036,0.082116,-0.184932,0.151225,0.083545,0.000001,0.000728,-0.000337,0.000100,0.000760,0.081715,-0.041245,0.000373,-0.000153,,,,,,,,,,,,,,,,,,,,,
32,0.266667,-0.160303,0.154606,0.126190,-0.137271,0.153082,0.082046,-0.184949,0.151203,0.083566,0.000014,0.000770,-0.000385,0.000089,0.000748,0.081731,-0.041242,0.000369,-0.000147,,,,,,,,,,,,,,,,,,,,,
33,0.275000,-0.160323,0.154593,0.126217,-0.137272,0.153089,0.082091,-0.184955,0.151201,0.083576,-0.000007,0.000731,-0.000337,0.000072,0.000715,0.081779,-0.041244,0.000381,-0.000159,,,,,,,,,,,,,,,,,,,,,
34,0.283333,-0.160310,0.154593,0.126219,-0.137282,0.153078,0.082107,-0.184951,0.151207,0.083579,0.000011,0.000758,-0.000371,0.000086,0.000744,0.081744,-0.041245,0.000373,-0.000150,,,,,,,,,,,,,,,,,,,,,
35,0.291667,-0.160297,0.154612,0.126186,-0.137269,0.153117,0.082049,-0.184939,0.151218,0.083564,-0.000010,0.000710,-0.000312,0.000081,0.000722,0.081769,-0.041311,0.000273,-0.000038,,,,,,,,,,,,,,,,,,,,,
36,0.300000,-0.160307,0.154599,0.126215,-0.137274,0.153111,0.082057,-0.184947,0.151196,0.083578,0.000014,0.000756,-0.000371,0.000078,0.000714,0.081776,-0.041361,0.000194,0.000073,,,,,,,,,,,,,,,,,,,,,
37,0.308333,-0.160288,0.154609,0.126176,-0.137275,0.153048,0.082089,-0.184944,0.151214,0.083558,0.000010,0.000752,-0.000358,0.000126,0.000828,0.081607,-0.041321,0.000246,-0.000008,,,,,,,,,,,,,,,,,,,,,
38,0.316667,-0.160311,0.154581,0.126224,-0.137281,0.153068,0.082110,-0.184935,0.151196,0.083565,0.000013,0.000766,-0.000378,0.000091,0.000743,0.081740,-0.041243,0.000371,-0.000148,,,,,,,,,,,,,,,,,,,,,
39,0.325000,-0.160290,0.154615,0.126168,-0.137286,0.153038,0.082101,-0.184944,0.151206,0.083573,0.000018,0.000767,-0.000385,0.000109,0.000781,0.081679,-0.041308,0.000263,-0.000033,,,,,,,,,,,,,,,,,,,,,
40,0.333333,-0.160302,0.154605,0.126185,-0.137275,0.153104,0.082063,-0.184948,0.151210,0.083564,0.000014,0.000764,-0.000385,0.000108,0.000783,0.081652,-0.041250,0.000358,-0.000133,,,,,,,,,,,,,,,,,,,,,
41,0.341667,-0.160295,0.154607,0.126170,-0.137279,0.153044,0.082095,-0.184949,0.151189,0.083587,-0.000007,0.000717,-0.000327,0.000115,0.000816,0.081619,-0.041238,0.000368,-0.000147,,,,,,,,,,,,,,,,,,,,,
42,0.350000,-0.160308,0.154588,0.126221,-0.137270,0.153118,0.082048,-0.184943,0.151207,0.083569,-0.000011,0.000708,-0.000308,0.000112,0.000807,0.081633,-0.041352,0.000225,0.000038,,,,,,,,,,,,,,,,,,,,,
43,0.358333,-0.160315,0.154594,0.126221,-0.137284,0.153075,0.082118,-0.184947,0.151198,0.083579,-0.000009,0.000721,-0.000320,0.000100,0.000779,0.081695,-0.041327,0.000242,-0.000003,,,,,,,,,,,,,,,,,,,,,
44,0.366667,-0.160308,0.154588,0.126215,-0.137268,0.153091,0.082030,-0.184944,0.151206,0.083570,0.000019,0.000780,-0.000393,0.000130,0.000838,0.081584,-0.041255,0.000354,-0.000121,,,,,,,,,,,,,,,,,,,,,
45,0.375000,-0.160313,0.154590,0.126215,-0.137278,0.153076,0.082064,-0.184948,0.151207,0.083585,0.000005,0.000768,-0.000364,0.000106,0.000775,0.081703,-0.041235,0.000393,-0.000167,,,,,,,,,,,,,,,,,,,,,
46,0.383333,-0.160299,0.154605,0.126184,-0.137272,0.153050,0.082087,-0.184940,0.151209,0.083558,0.000015,0.000769,-0.000383,0.000089,0.000741,0.081741,-0.041326,0.000234,-0.000003,,,,,,,,,,,,,,,,,,,,,
47,0.391667,-0.160317,0.154595,0.126214,-0.137278,0.153111,0.082069,-0.184939,0.151219,0.083563,0.000009,0.000720,-0.000351,0.000109,0.000806,0.081637,-0.041249,0.000361,-0.000133,,,,,,,,,,,,,,,,,,,,,
48,0.400000,-0.160303,0.154597,0.126185,-0.137284,0.153068,0.082112,-0.184941,0.151206,0.083557,0.000014,0.000777,-0.000386,0.000117,0.000820,0.081627,-0.041254,0.000358,-0.000127,,,,,,,,,,,,,,,,,,,,,
49,0.408333,-0.160302,0.154609,0.126178,-0.137270,0.153115,0.082056,-0.184941,0.151208,0.083577,0.000024,0.000770,-0.000391,0.000078,0.000705,0.081801,-0.041231,0.000393,-0.000166,,,,,,,,,,,,,,,,,,,,,
50,0.416667,-0.160299,0.154599,0.126191,-0.137270,0.153112,0.082048,-0.184940,0.151195,0.083576,0.000025,0.000740,-0.000385,0.000108,0.000778,0.081683,-0.041328,0.000244,-0.000012,,,,,,,,,,,,,,,,,,,,,
51,0.425000,-0.160300,0.154598,0.126195,-0.137266,0.153086,0.082027,-0.184944,0.151200,0.083571,0.000015,0.000755,-0.000361,0.000125,0.000815,0.081613,-0.041239,0.000368,-0.000138,,,,,,,,,,,,,,,,,,,,,
52,0.433333,-0.160288,0.154614,0.126160,-0.137265,0.153090,0.082027,-0.184926,0.151222,0.083546,0.000081,0.000861,-0.000485,0.000111,0.000769,0.081707,-0.041244,0.000366,-0.000140,,,,,,,,,,,,,,,,,,,,,
53,0.441667,-0.160301,0.154601,0.126213,-0.137270,0.153117,0.082049,-0.184942,0.151206,0.083572,0.000013,0.000774,-0.000371,0.000128,0.000828,0.081612,-0.041247,0.000369,-0.000139,,,,,,,,,,,,,,,,,,,,,
54,0.450000,-0.160293,0.154613,0.126176,-0.137267,0.153118,0.082038,-0.184938,0.151217,0.083562,0.000016,0.000776,-0.000382,0.000106,0.000801,0.081655,-0.041342,0.000255,0.000015,,,,,,,,,,,,,,,,,,,,,
55,0.458333,-0.160309,0.154596,0.126199,-0.137279,0.153107,0.082069,-0.184925,0.151230,0.083539,0.000084,0.000896,-0.000505,0.000086,0.000739,0.081750,-0.041253,0.000357,-0.000119,,,,,,,,,,,,,,,,,,,,,
56,0.466667,-0.160304,0.154595,0.126195,-0.137277,0.153110,0.082052,-0.184936,0.151215,0.083557,0.000021,0.000783,-0.000395,0.000058,0.000673,0.081849,-0.041243,0.000364,-0.000132,,,,,,,,,,,,,,,,,,,,,
57,0.475000,-0.160289,0.154615,0.126174,-0.137272,0.153108,0.082053,-0.184935,0.151223,0.083554,0.000009,0.000765,-0.000366,0.000112,0.000806,0.081642,-0.041244,0.000380,-0.000145,,,,,,,,,,,,,,,,,,,,,
58,0.483333,-0.160305,0.154596,0.126203,-0.137265,0.153092,0.082014,-0.184939,0.151215,0.083561,0.000001,0.000761,-0.000351,0.000095,0.000749,0.081726,-0.041250,0.000373,-0.000134,,,,,,,,,,,,,,,,,,,,,
59,0.491667,-0.160301,0.154592,0.126198,-0.137268,0.153110,0.082046,-0.184942,0.151208,0.083566,0.000015,0.000763,-0.000379,0.000095,0.000751,0.081759,-0.041313,0.000271,-0.000027,,,,,,,,,,,,,,,,,,,,,
60,0.500000,-0.160299,0.154610,0.126189,-0.137280,0.153075,0.082107,-0.184934,0.151214,0.083563,0.000006,0.000745,-0.000349,0.000122,0.000826,0.081609,-0.041233,0.000381,-0.000160,,,,,,,,,,,,,,,,,,,,,
61,0.508333,-0.160302,0.154586,0.126206,-0.137291,0.153060,0.082136,-0.184939,0.151207,0.083562,0.000052,0.000847,-0.000454,0.000120,0.000817,0.081631,-0.041317,0.000259,-0.000022,,,,,,,,,,,,,,,,,,,,,
62,0.516667,-0.160304,0.154586,0.126213,-0.137277,0.153066,0.082049,-0.184929,0.151208,0.083560,0.000075,0.000885,-0.000496,0.000117,0.000801,0.081629,-0.041231,0.000394,-0.000170,,,,,,,,,,,,,,,,,,,,,
63,0.525000,-0.160309,0.154578,0.126206,-0.137279,0.153105,0.082065,-0.184941,0.151210,0.083576,0.000008,0.000749,-0.000352,0.000099,0.000776,0.081673,-0.041324,0.000258,-0.000012,,,,,,,,,,,,,,,,,,,,,
64,0.533333,-0.160297,0.154600,0.126187,-0.137277,0.153082,0.082044,-0.184938,0.151207,0.083559,0.000064,0.000836,-0.000449,0.000106,0.000792,0.081650,-0.041249,0.000363,-0.000125,,,,,,,,,,,,,,,,,,,,,
65,0.541667,-0.160311,0.154583,0.126210,-0.137300,0.153062,0.082151,-0.184929,0.151218,0.083548,0.000007,0.000752,-0.000356,0.000091,0.000744,0.081738,-0.041227,0.000411,-0.000185,,,,,,,,,,,,,,,,,,,,,
66,0.550000,-0.160306,0.154590,0.126199,-0.137280,0.153040,0.082103,-0.184936,0.151218,0.083559,0.000010,0.000766,-0.000371,0.000113,0.000795,0.081647,-0.041244,0.000370,-0.000135,,,,,,,,,,,,,,,,,,,,,
67,0.558333,-0.160298,0.154603,0.126186,-0.137274,0.153115,0.082047,-0.184934,0.151216,0.083552,0.000006,0.000761,-0.000364,0.000099,0.000764,0.081729,-0.041248,0.000365,-0.000129,,,,,,,,,,,,,,,,,,,,,
68,0.566667,-0.160312,0.154576,0.126227,-0.137274,0.153109,0.082066,-0.184939,0.151216,0.083561,0.000006,0.000774,-0.000364,0.000078,0.000721,0.081774,-0.041311,0.000276,-0.000032,,,,,,,,,,,,,,,,,,,,,
69,0.575000,-0.160292,0.154609,0.126164,-0.137305,0.153003,0.082210,-0.184953,0.151204,0.083590,0.000025,0.000795,-0.000403,0.000098,0.000772,0.081712,-0.041298,0.000300,-0.000059,,,,,,,,,,,,,,,,,,,,,
70,0.583333,-0.160301,0.154594,0.126201,-0.137269,0.153113,0.082039,-0.184950,0.151192,0.083592,0.000008,0.000748,-0.000351,0.000098,0.000765,0.081712,-0.041263,0.000375,-0.000123,,,,,,,,,,,,,,,,,,,,,
71,0.591667,-0.160304,0.154591,0.126195,-0.137275,0.153112,0.082057,-0.184945,0.151202,0.083575,0.000067,0.000871,-0.000481,0.000074,0.000691,0.081829,-0.041239,0.000391,-0.000154,,,,,,,,,,,,,,,,,,,,,
72,0.600000,-0.160296,0.154603,0.126186,-0.137272,0.153108,0.082055,-0.184933,0.151210,0.083567,0.000010,0.000756,-0.000360,0.000101,0.000759,0.081719,-0.041230,0.000386,-0.000163,,,,,,,,,,,,,,,,,,,,,
73,0.608333,-0.160295,0.154597,0.126184,-0.137271,0.153110,0.082056,-0.184932,0.151209,0.083563,0.000077,0.000869,-0.000482,0.000118,0.000803,0.081639,-0.041234,0.000382,-0.000148,,,,,,,,,,,,,,,,,,,,,
74,0.616667,-0.160298,0.154592,0.126188,-0.137270,0.153080,0.082032,-0.184943,0.151200,0.083579,0.000068,0.000865,-0.000472,0.000130,0.000833,0.081587,-0.041303,0.000286,-0.000045,,,,,,,,,,,,,,,,,,,,,
75,0.625000,-0.160296,0.154600,0.126183,-0.137273,0.153109,0.082053,-0.184935,0.151215,0.083550,-0.000001,0.000742,-0.000343,0.000112,0.000805,0.081632,-0.041240,0.000385,-0.000153,,,,,,,,,,,,,,,,,,,,,
76,0.633333,-0.160306,0.154583,0.126206,-0.137278,0.153110,0.082060,-0.184939,0.151209,0.083575,0.000003,0.000736,-0.000334,0.000112,0.000777,0.081701,-0.041235,0.000393,-0.000165,,,,,,,,,,,,,,,,,,,,,
77,0.641667,-0.160295,0.154607,0.126172,-0.137269,0.153079,0.082033,-0.184940,0.151205,0.083568,0.000012,0.000775,-0.000362,0.000127,0.000835,0.081598,-0.041236,0.000403,-0.000167,,,,,,,,,,,,,,,,,,,,,
78,0.650000,-0.160303,0.154591,0.126202,-0.137270,0.153119,0.082041,-0.184930,0.151224,0.083549,0.000010,0.000785,-0.000390,0.000097,0.000759,0.081725,-0.041247,0.000376,-0.000135,,,,,,,,,,,,,,,,,,,,,
79,0.658333,-0.160293,0.154600,0.126172,-0.137266,0.153124,0.082036,-0.184923,0.151241,0.083530,0.000062,0.000877,-0.000467,0.000132,0.000841,0.081596,-0.041355,0.000238,0.000034,,,,,,,,,,,,,,,,,,,,,
80,0.666667,-0.160292,0.154606,0.126164,-0.137280,0.153104,0.082062,-0.184943,0.151206,0.083581,0.000073,0.000881,-0.000481,0.000099,0.000777,0.081695,-0.041245,0.000380,-0.000138,,,,,,,,,,,,,,,,,,,,,
81,0.675000,-0.160300,0.154591,0.126198,-0.137276,0.153109,0.082062,-0.184930,0.151223,0.083556,0.000006,0.000762,-0.000353,0.000106,0.000782,0.081706,-0.041309,0.000292,-0.000035,,,,,,,,,,,,,,,,,,,,,
82,0.683333,-0.160303,0.154594,0.126191,-0.137295,0.153058,0.082138,-0.184937,0.151207,0.083579,0.000020,0.000786,-0.000386,0.000097,0.000762,0.081741,-0.041252,0.000367,-0.000117,,,,,,,,,,,,,,,,,,,,,
83,0.691667,-0.160305,0.154584,0.126197,-0.137280,0.153101,0.082065,-0.184937,0.151216,0.083566,0.000078,0.000879,-0.000480,0.000090,0.000722,0.081783,-0.041232,0.000392,-0.000162,,,,,,,,,,,,,,,,,,,,,
84,0.700000,-0.160306,0.154574,0.126203,-0.137268,0.153076,0.082030,-0.184933,0.151199,0.083569,0.000019,0.000793,-0.000401,0.000123,0.000814,0.081630,-0.041256,0.000384,-0.000129,,,,,,,,,,,,,,,,,,,,,
85,0.708333,-0.160295,0.154596,0.126172,-0.137276,0.153104,0.082056,-0.184934,0.151199,0.083577,0.000014,0.000757,-0.000363,0.000111,0.000771,0.081709,-0.041228,0.000394,-0.000167,,,,,,,,,,,,,,,,,,,,,
86,0.716667,-0.160302,0.154586,0.126181,-0.137278,0.153098,0.082068,-0.184936,0.151206,0.083574,0.000082,0.000883,-0.000486,0.000134,0.000837,0.081597,-0.041262,0.000348,-0.000109,,,,,,,,,,,,,,,,,,,,,
87,0.725000,-0.160306,0.154592,0.126204,-0.137260,0.153122,0.082029,-0.184922,0.151224,0.083551,0.000007,0.000766,-0.000351,0.000084,0.000717,0.081804,-0.041237,0.000391,-0.000139,,,,,,,,,,,,,,,,,,,,,
88,0.733333,-0.160300,0.154598,0.126181,-0.137288,0.153030,0.082107,-0.184935,0.151215,0.083558,0.000005,0.000736,-0.000339,0.000135,0.000848,0.081580,-0.041253,0.000395,-0.000138,,,,,,,,,,,,,,,,,,,,,
89,0.741667,-0.160310,0.154588,0.126196,-0.137282,0.153098,0.082073,-0.184929,0.151216,0.083554,0.000012,0.000777,-0.000373,0.000105,0.000777,0.081707,-0.041237,0.000435,-0.000142,,,,,,,,,,,,,,,,,,,,,
90,0.750000,-0.160298,0.154595,0.126177,-0.137270,0.153118,0.082051,-0.184947,0.151199,0.083591,0.000008,0.000746,-0.000348,0.000124,0.000836,0.081612,-0.041266,0.000375,-0.000100,,,,,,,,,,,,,,,,,,,,,
91,0.758333,-0.160300,0.154585,0.126199,-0.137281,0.153105,0.082063,-0.184932,0.151216,0.083563,0.000074,0.000893,-0.000480,0.000111,0.000803,0.081652,-0.041231,0.000408,-0.000168,,,,,,,,,,,,,,,,,,,,,
92,0.766667,-0.160308,0.154582,0.126204,-0.137274,0.153112,0.082054,-0.184933,0.151217,0.083566,0.000022,0.000798,-0.000386,0.000082,0.000716,0.081805,-0.041239,0.000390,-0.000139,,,,,,,,,,,,,,,,,,,,,
93,0.775000,-0.160305,0.154591,0.126191,-0.137282,0.153085,0.082083,-0.184941,0.151209,0.083573,0.000010,0.000760,-0.000357,0.000106,0.000778,0.081702,-0.041250,0.000383,-0.000143,,,,,,,,,,,,,,,,,,,,,
94,0.783333,-0.160305,0.154581,0.126196,-0.137261,0.153097,0.081998,-0.184930,0.151223,0.083545,0.000017,0.000786,-0.000387,0.000115,0.000777,0.081697,-0.041240,0.000389,-0.000147,,,,,,,,,,,,,,,,,,,,,
