seconds_since_epoch,  Client ID, Goal, robot_x, robot_y, robot_th
1560541087.673000, 352, RMMASq2, 3248.000000, 115.000000, -0.100000
1560541349.563000, 352, RMMASq3, 4725.000000, 130.000000, -178.900000
