seconds_since_epoch,  Client ID, Goal, robot_x, robot_y, robot_th
1562608290.418000, 552, RMMASq2, 3236.000000, 146.000000, 0.600000
1562608380.914000, 556, TestPoint1, 4094.000000, -4073.000000, -89.400000
1562608451.512000, 552, RMMASq1, 1236.000000, -2589.000000, -89.500000
1562608532.009000, 556, CartDock2, 6494.000000, 1348.000000, -0.800000
1562608753.801000, 552, CartDock1, 6485.000000, 3356.000000, -1.800000
