seconds_since_epoch,  Client ID, Goal, robot_x, robot_y, robot_th
1565722763.258000, 292, RMMASq2, 3251.000000, 143.000000, 1.500000
1565722914.453000, 292, CartDock1, 6509.000000, 3398.000000, 0.400000
