time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
21.796, -2, -1, 208.264, -566.22, 247, 180, 0, 0, 1, 4.43494, 21, 187.994, -575.939, 247, -180, 5.86728e-05, 0.000197035
41.711, -2, -2, -247.721, -591.459, 247, 180, 0, 0, 1, 8.67037, 41, -275.21, -589.288, 247, -180, 5.86749e-05, 0.000197023
Bisect
26.441, -1, -1, 208.264, -566.22, 247, 180, 0, 0, 1, 10.2465, 42, 167.994, -572.69, 247, -180, 5.86737e-05, 0.000197035
50.591, -1, -2, -247.721, -591.459, 247, 180, 0, 0, 1, 10.6475, 44, -287.21, -594.502, 247, -180, 5.86869e-05, 0.000197017
Fine Spiral Search
62.264, 0, 0, 165.563, -521.948, 247, 180, 0, 0, 1, 0.102608, 3, 165.563, -521.949, 247, -180, 5.86852e-05, 0.000197016
67.376, 0, 1, -289.642, -543.76, 247, -180, 5.86852e-05, 0.000197016, 1, 0.937923, 19, -290.143, -542.76, 247, -180, 5.86686e-05, 0.000197022
73.222, 1, 0, 165.563, -521.949, 247, -180, 5.86852e-05, 0.000197016, 1, 0.000151726, 1, 165.562, -521.949, 247, -180, 5.86684e-05, 0.000197016
78.131, 1, 1, -290.143, -542.76, 247, -180, 5.86686e-05, 0.000197022, 1, 0.102565, 3, -289.514, -542.735, 247, -180, 5.8662e-05, 0.000197025
