time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
21.055, -2, -1, 155.688, -580.539, 247, 180, 0, 0, 1, 4.03494, 19, 136.355, -569.848, 247, -180, 5.86706e-05, 0.000197022
41.374, -2, -2, -300.382, -604.186, 247, 180, 0, 0, 1, 3.83288, 19, -319.532, -593.336, 247, -180, 5.86851e-05, 0.000197031
Bisect
25.305, -1, -1, 155.688, -580.539, 247, 180, 0, 0, 1, 10.6454, 42, 122.354, -568.099, 247, -180, 5.86727e-05, 0.000197021
45.417, -1, -2, -300.382, -604.186, 247, 180, 0, 0, 1, 10.4478, 44, -331.509, -586.564, 247, -180, 5.86872e-05, 0.000197028
Fine Spiral Search
56.884, 0, 0, 120.289, -517.341, 247, 180, 0, 0, 1, 0.518012, 11, 120.288, -517.841, 247, -180, 5.86852e-05, 0.000197021
62.411, 0, 1, -333.575, -536.305, 247, -180, 5.86852e-05, 0.000197021, 1, 1.87271, 37, -334.572, -534.805, 247, -180, 5.86889e-05, 0.000197019
69.196, 1, 0, 120.288, -517.841, 247, -180, 5.86852e-05, 0.000197021, 1, 0.103153, 3, 120.288, -517.84, 247, -180, 5.86871e-05, 0.000197021
74.11, 1, 1, -334.572, -534.805, 247, -180, 5.86889e-05, 0.000197019, 1, 0.000148565, 1, -334.573, -534.805, 247, -180, 5.86995e-05, 0.000197011
