time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
21.241, -2, -1, 182.223, -565.412, 247, 180, 0, 0, 1, 1.21006, 7, 172.007, -564.924, 247, -180, 5.86745e-05, 0.000197018
37.227, -2, -2, -273.806, -589.855, 247, 180, 0, 0, 1, 1.41326, 7, -283.807, -589.856, 247, -180, 5.86777e-05, 0.000197017
Bisect
22.661, -1, -1, 182.223, -565.412, 247, 180, 0, 0, 1, 9.34725, 40, 153.257, -567.733, 247, -180, 5.86727e-05, 0.000197023
38.85, -1, -2, -273.806, -589.855, 247, 180, 0, 0, 1, 10.9437, 42, -301.557, -583.114, 247, -180, 5.86868e-05, 0.000197018
Fine Spiral Search
50.411, 0, 0, 151.54, -516.962, 247, 180, 0, 0, 1, 0.000141058, 1, 149.083, -517.32, 247, -180, 5.86791e-05, 0.000197025
55.222, 0, 1, -305.73, -532.701, 247, -180, 5.86791e-05, 0.000197025, 1, 1.361, 27, -304.93, -533.695, 247, -180, 5.86819e-05, 0.000197018
61.391, 1, 0, 149.083, -517.32, 247, -180, 5.86791e-05, 0.000197025, 1, 9.16364, 177, 149.52, -517.58, 247, -180, 5.86727e-05, 0.000197029
75.269, 1, 1, -304.93, -533.695, 247, -180, 5.86819e-05, 0.000197018, 1, 3.75868, 73, -304.542, -534.77, 247, -180, 5.8681e-05, 0.00019702
