time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
21.48, -2, -1, 220.467, -572.148, 247, 180, 0, 0, 1, 4.03609, 19, 200.558, -562.055, 247, -180, 5.86889e-05, 0.000197026
40.896, -2, -2, -235.561, -596.591, 247, 180, 0, 0, 1, 3.533, 19, -255.562, -586.592, 247, -180, 5.86789e-05, 0.000197022
Bisect
25.727, -1, -1, 220.467, -572.148, 247, 180, 0, 0, 1, 9.94782, 40, 187.808, -573.246, 247, -180, 5.86848e-05, 0.000197026
44.639, -1, -2, -235.561, -596.591, 247, 180, 0, 0, 1, 9.64937, 42, -266.812, -595.844, 247, -180, 5.86789e-05, 0.000197019
Fine Spiral Search
55.11, 0, 0, 185.286, -522.509, 247, 180, 0, 0, 1, 0.000175038, 1, 185.286, -522.509, 247, -180, 5.86829e-05, 0.000197021
60.121, 0, 1, -269.334, -545.107, 247, -180, 5.86829e-05, 0.000197021, 1, 10.4291, 201, -268.291, -541.88, 247, -180, 5.86905e-05, 0.000197022
75.365, 1, 0, 185.286, -522.509, 247, -180, 5.86829e-05, 0.000197021, 1, 0.310222, 7, 185.269, -522.028, 247, -180, 5.87017e-05, 0.000197016
80.584, 1, 1, -268.291, -541.88, 247, -180, 5.86905e-05, 0.000197022, 1, 0.102597, 3, -267.885, -541.864, 247, -180, 5.86956e-05, 0.000197038
