ORIENTATION 1 - TEST RUN,,,,,
Iteration,Approach,Pickup,Transport,Insert,Total
56,1.72085,1.25489,1.65585,4.40445,9.03632
57,1.74276,1.26894,1.64391,5.00475,9.66063
58,1.73134,1.26844,1.64312,1.2375,5.88063
59,1.72747,1.27235,1.67969,1.45219,6.13197
60,1.72102,1.2428,1.64385,4.90807,9.51596
,,,,,
ORIENTATION 2,,,,,
Iteration,Approach,Pickup,Transport,Insert,Total
1,5.72283,1.27292,1.64373,1.25308,9.89282
2,1.7691,1.26663,1.65571,5.71147,10.4032
3,1.73169,1.26792,1.64389,1.59907,6.24286
4,1.73219,1.26736,1.65591,1.22538,5.88112
5,1.72854,1.25928,1.6559,5.70184,10.3458
6,1.72044,1.26744,1.64388,1.2455,5.87755
7,1.76461,1.27114,1.64393,1.2058,5.88572
8,1.73285,1.26679,1.65598,5.68519,10.3411
9,1.73478,1.26499,1.64375,1.60492,6.24872
10,1.73896,1.26076,1.66789,1.1972,5.86502
11,1.72832,1.25941,1.65582,5.78174,10.4256
12,1.73302,1.26678,1.64378,1.1974,5.84125
13,1.76646,1.22125,1.64388,1.23473,5.86658
14,1.72902,1.27078,1.65593,5.68593,10.3419
15,1.7334,1.26654,1.64378,1.60381,6.24782
16,1.73285,1.26685,1.65585,1.22716,5.88299
17,1.73304,1.27857,1.65591,5.65844,10.3262
18,1.73295,1.26675,1.64389,1.21717,5.86104
19,1.7705,1.26512,1.64393,1.24353,5.92337
20,1.73167,1.26806,1.65596,5.70969,10.3657
21,1.73313,1.26649,1.6439,1.61948,6.26329
22,1.73473,1.26488,1.66811,1.21677,5.88476
23,1.73291,1.2667,1.656,5.68722,10.3431
24,1.73172,1.26788,1.64393,1.21409,5.85792
25,1.77183,1.26382,1.64388,1.23124,5.91105
26,1.73335,1.26634,1.65583,5.69799,10.3538
27,1.72207,1.25369,1.64389,1.60624,6.22616
28,1.73443,1.25336,1.66786,1.22368,5.87959
29,1.73387,1.25389,1.65582,5.67821,10.3221
30,1.73445,1.22915,1.64399,1.19783,5.80561
31,1.76781,1.26781,1.64397,1.21023,5.89013
32,1.73209,1.26769,1.65574,5.64547,10.3013
33,1.73191,1.26774,1.64392,1.58234,6.22621
34,1.73322,1.26651,1.66782,1.22663,5.8944
35,1.73377,1.26596,1.65589,5.72874,10.3846
36,1.73006,1.26954,1.64391,1.17952,5.82325
37,1.75661,1.26712,1.64392,1.2379,5.90583
38,1.73292,1.26683,1.65584,5.73022,10.3861
39,1.73959,1.26018,1.64387,1.60796,6.25188
40,1.73309,1.26655,1.64381,1.19742,5.84116
41,1.73738,1.26225,1.65596,5.66473,10.3206
42,1.73214,1.2674,1.64383,1.20941,5.8531
43,1.76638,1.25724,1.6439,1.23263,5.90041
44,1.73675,1.26294,1.65583,5.75118,10.407
45,1.69647,1.25531,1.64393,1.59365,6.1896
46,1.73077,1.26893,1.65589,1.18205,5.83792
47,1.73717,1.2505,1.65582,5.66858,10.3123
48,1.7228,1.24095,1.64372,1.2012,5.8089
49,1.73125,1.26844,1.6439,1.22748,5.87133
50,1.73303,1.26676,1.65596,5.75176,10.4078
51,1.73622,1.26361,1.64366,1.59169,6.23544
52,1.72574,1.26203,1.65597,1.19579,5.83977
53,1.73315,1.26664,1.65585,5.71525,10.3712
54,1.72461,1.26311,1.64379,1.21687,5.84862
55,1.77308,1.26276,1.64378,1.21039,5.89024
56,1.75846,1.26527,1.65588,5.65567,10.3356
57,1.72995,1.26971,1.64391,1.60831,6.25213
58,1.73041,1.26927,1.65587,1.23263,5.88846
59,1.73277,1.26685,1.65589,5.61826,10.2741
60,1.73274,1.25513,1.64391,1.19982,5.83189
