seconds_since_epoch,  Client ID, Goal, robot_x, robot_y, robot_th
1562015495.931000, 536, RMMASq2, 3259.000000, 133.000000, 1.000000
1562015727.724000, 536, RMMASq3, 4739.000000, 151.000000, -179.500000
