Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.726, -1, -1, 380.001, 4.40874e-07, 297, 180, 0, 0, 1, 8.02852, 52, 290.778, 9.55152e-08, 297, -180, 5.86924e-05, 0.000197017
26.877, -1, -2, 290.778, -228.6, 297, 180, 0, 0, 1, 3.01946, 9, 293.268, -228.6, 297, -180, 5.86756e-05, 0.000197024
34.673, -1, -3, 341.578, 228.6, 297, 180, 0, 0, 1, 7.41971, 53, 341.578, 300.6, 297, -180, 5.86686e-05, 0.00019702
34.673, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 18.4677, 114, 287.51, 300.011, 297, 180, 0, 0
Fine Spiral Search
50.518, 0, 0, 390.211, 199.524, 297, 180, 0, 0, 1, 0.979061, 19, 389.211, 200.025, 297, -180, 5.86706e-05, 0.000197016
51.613, 0, 1, 394.191, -257.148, 297, -180, 5.86706e-05, 0.000197016, 1, 0.000306727, 1, 394.165, -254.713, 297, -180, 5.86745e-05, 0.000197014
56.373, 1, 0, 389.211, 200.025, 297, -180, 5.86706e-05, 0.000197016, 1, 8.8031e-05, 1, 389.214, 199.791, 297, -180, 5.86724e-05, 0.000197023
61.248, 1, 1, 394.165, -254.713, 297, -180, 5.86745e-05, 0.000197014, 1, 0.103823, 3, 394.165, -254.713, 297, -180, 5.8679e-05, 0.000197019
