Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
16.609, -1, -1, 379.986, -0.0258448, 297, 180, 0, 0, 1, 4.44721, 13, 37, 323.536, -0.0423197, 296.938, 179.995, 0.0177384, 0.0165326
22.073, -1, -2, 323.536, -228.642, 297, 180, 0, 0, 1, 2.18343, 3, 21, 321.789, -228.685, 296.911, -179.99, 0.00893788, 0.0148413
27.907, -1, -3, 321.77, -228.68, 296.914, -179.991, 0.0144231, 0.010745, 1, 7.68932, 7, 15, 359.893, 373.846, 296.959, -179.992, 0.0100001, 0.000509067
27.907, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 14.32, 23, 73, 326.395, 374.102, 297, 180, 0, 0
Fine Spiral Search
39.015, 0, 0, 427.216, 271.729, 297, 180, 0, 0, 1, 5.45253, NA, 103, 424.606, 273.595, 296.944, 179.999, 0.0195652, -0.00499641
44.589, 0, 1, 421.113, -183.591, 296.944, 179.999, 0.0195652, -0.00499641, 1, 0.116124, NA, 3, 421.07, -183.598, 296.871, -179.988, 0.0353528, -0.00607106
49.457, 1, 0, 424.606, 273.595, 296.944, 179.999, 0.0195652, -0.00499641, 1, 0.114615, NA, 3, 424.555, 273.686, 296.881, -179.996, 0.0254312, 0.00869995
54.338, 1, 1, 421.07, -183.598, 296.871, -179.988, 0.0353528, -0.00607106, 1, 0.000382126, NA, 1, 421.007, -183.624, 296.801, -179.969, 0.0506895, -0.0100519
