Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
33.753, -1, -1, 380.001, 4.40861e-07, 297, 180, 0, 0, 1, 9.06458, 58, 267, 9.15408e-08, 297, -180, 5.86748e-05, 0.000197019
44.936, -1, -2, 267, -228.6, 297, 180, 0, 0, 1, 3.58011, 33, 266.509, -228.599, 297, -180, 5.8689e-05, 0.000197019
53.26, -1, -3, 317.8, 228.6, 297, 180, 0, 0, 1, 8.90897, 61, 317.8, 328.099, 297, -180, 5.86748e-05, 0.000197026
53.26, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 21.5537, 152, 267.705, 328.207, 297, 180, 0, 0
Fine Spiral Search
70.896, 0, 0, 369.087, 226.388, 297, 180, 0, 0, 1, 3.43927, 67, 367.587, 228.389, 297, -180, 5.86882e-05, 0.000197018
74.447, 0, 1, 366.605, -228.81, 297, -180, 5.86882e-05, 0.000197018, 1, 0.000619375, 1, 366.604, -228.809, 297, -180, 5.86872e-05, 0.000197004
79.409, 1, 0, 367.587, 228.389, 297, -180, 5.86882e-05, 0.000197018, 1, 0.000150798, 1, 367.587, 228.389, 297, -180, 5.86911e-05, 0.000197012
84.352, 1, 1, 366.604, -228.809, 297, -180, 5.86872e-05, 0.000197004, 1, 0.000306332, 1, 366.609, -226.697, 297, -180, 5.86819e-05, 0.000197005
