Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
21.749, -2, -1, 225.604, -582.096, 297, 180, 0, 0, 1, 3.81701, 13, 245.625, -572.114, 297, -180, 5.86747e-05, 0.000197027
55.832, -2, -2, -231.779, -574.189, 297, 180, 0, 0, 1, 0.552455, 3, -221.778, -574.188, 297, -180, 5.86769e-05, 0.000197013
Bisect
25.926, -1, -1, 245.625, -572.114, 297, 180, 0, 0, 1, 22.3887, 179, 253.373, -562.115, 297, -180, 5.86747e-05, 0.000197027
56.742, -1, -2, -221.778, -574.188, 297, 180, 0, 0, 1, 21.9903, 179, -202.575, -564.792, 297, -180, 5.86769e-05, 0.000197013
Fine Spiral Search
81.244, 0, 0, 253.075, -511.316, 297, 180, 0, 0, 1, 0.000106682, 1, 253.001, -511.325, 297, -180, 5.86685e-05, 0.000197021
86.152, 0, 1, -202.947, -514.001, 297, -180, 5.86685e-05, 0.000197021, 1, 0.00010115, 1, -202.332, -513.997, 297, -180, 5.8689e-05, 0.000197019
90.958, 1, 0, 253.001, -511.325, 297, -180, 5.86685e-05, 0.000197021, 1, 0.000153306, 1, 253.001, -511.324, 297, -180, 5.86914e-05, 0.00019701
95.867, 1, 1, -202.332, -513.997, 297, -180, 5.8689e-05, 0.000197019, 1, 0.00013276, 1, -202.331, -513.997, 297, -180, 5.86885e-05, 0.000197014
