Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
50.897, -1, -1, 380.001, 4.40868e-07, 297, 180, 0, 0, 1, 15.9631, 143, 253.316, 9.67288e-08, 297, -180, 5.86902e-05, 0.000197018
68.983, -1, -2, 253.316, -228.6, 297, 180, 0, 0, 1, 21.2639, 170, 254.502, -228.6, 297, -180, 5.86748e-05, 0.00019702
94.977, -1, -3, 304.116, 228.6, 297, 180, 0, 0, 1, 12.219, 112, 304.116, 298.359, 297, -180, 5.86827e-05, 0.000197016
94.977, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 49.446, 425, 251.769, 298.088, 297, 180, 0, 0
Fine Spiral Search
115.812, 0, 0, 353.895, 197.016, 297, 180, 0, 0, 1, 6.84155, 129, 356.895, 197.18, 297, -180, 5.86839e-05, 0.000197015
122.771, 0, 1, 359.267, -260.014, 297, -180, 5.86839e-05, 0.000197015, 1, 8.01077, 151, 356.267, -258.513, 297, -180, 5.86861e-05, 0.000197016
135.723, 1, 0, 356.895, 197.18, 297, -180, 5.86839e-05, 0.000197015, 1, 0.000280278, 1, 356.895, 197.179, 297, -180, 5.86972e-05, 0.000197009
140.664, 1, 1, 356.267, -258.513, 297, -180, 5.86861e-05, 0.000197016, 1, 0.000174878, 1, 356.267, -258.512, 297, -180, 5.86873e-05, 0.000197006
