Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.971, -1, -1, 380.01, -0.0727054, 297, 180, 0, 0, 1, 9.61035, 88, 282.579, -0.118389, 296.855, -179.999, 0.0347139, 2.20576e-05
28.493, -1, -2, 282.579, -228.718, 297, 180, 0, 0, 1, 4.88985, 48, 283.274, -228.666, 296.971, -179.991, -0.0102223, 0.0183388
37.302, -1, -3, 333.379, 292.906, 297, 180, 0, 0, 1, 8.01134, 74, 333.401, 351.648, 296.983, 179.995, -0.00663005, -0.0082908
37.302, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 22.5115, 210, 281.509, 351.49, 297, 180, 0, 0
Fine Spiral Search
54.582, 0, 0, 383.418, 250.199, 297, 180, 0, 0, 1, 9.00049e-05, 1, 383.465, 250.172, 297.03, -179.998, -0.0106564, -0.00106512
54.69, 0, 1, 384.856, -207.026, 297.03, -179.998, -0.0106564, -0.00106512, 1, 6.13472, 119, 384.777, -209.46, 296.902, -179.972, 0.0115729, -0.00685121
65.754, 1, 0, 383.465, 250.172, 297.03, -179.998, -0.0106564, -0.00106512, 1, 8.80311e-05, 1, 383.401, 250.229, 296.962, 179.994, 0.0133689, 0.0087208
70.68, 1, 1, 384.777, -209.46, 296.902, -179.972, 0.0115729, -0.00685121, 1, 0.103381, 3, 384.711, -209.238, 296.78, -179.959, 0.0368199, -0.0115242
