Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.462, -1, -1, 379.97, -0.0173371, 297, 180, 0, 0, 1, 2.9645, 28, 323.15, -0.0142677, 296.966, -179.995, 0.00728914, 0.00358487
22.34, -1, -2, 323.15, -228.614, 297, 180, 0, 0, 1, 2.17885, 21, 321.367, -228.625, 296.98, -180, 0.00609903, -0.000277471
28.341, -1, -3, 373.95, 373.98, 297, 180, 0, 0, 1, 3.54992, 35, 373.942, 351.736, 297.042, -179.999, -0.0107321, -0.00579274
28.341, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.69327, 84, 325.895, 352.111, 297, 180, 0, 0
Fine Spiral Search
41.963, 0, 0, 426.7, 249.722, 297, 180, 0, 0, 1, 0.935001, 19, 425.734, 250.15, 297.068, -179.999, -0.0084985, -0.00901179
43.006, 0, 1, 422.17, -207.036, 297.068, -179.999, -0.0084985, -0.00901179, 1, 9.55315e-05, 1, 422.169, -204.675, 297.072, -179.999, -0.00688234, -0.00695499
47.739, 1, 0, 425.734, 250.15, 297.068, -179.999, -0.0084985, -0.00901179, 1, 9.71106e-05, 1, 425.72, 250.149, 297.025, 179.997, -0.000159016, -0.0117074
52.67, 1, 1, 422.169, -204.675, 297.072, -179.999, -0.00688234, -0.00695499, 1, 9.39525e-05, 1, 422.131, -204.736, 297.044, -179.991, 0.00271383, -0.0178596
