Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.813, -1, -1, 380.001, -0.0350876, 297, 180, 0, 0, 1, 2.62455, 25, 316.605, -0.0446589, 296.995, 179.995, -0.00485124, -0.00701192
22.653, -1, -2, 316.605, -228.645, 297, 180, 0, 0, 1, 3.02323, 29, 307.815, -228.697, 296.959, -179.986, 0.0130063, -0.0107747
29.298, -1, -3, 367.405, 345.526, 297, 180, 0, 0, 1, 2.64273, 26, 367.407, 341.555, 297.083, -179.995, -0.0115866, 0.00240682
29.298, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.29051, 80, 329.793, 343.001, 297, 180, 0, 0
Fine Spiral Search
41.813, 0, 0, 427.415, 237.573, 297, 180, 0, 0, 1, 3.41164, 65, 425.868, 239.476, 297.122, -179.999, -0.0201363, 0.00617215
45.334, 0, 1, 408.306, -217.386, 297.122, -179.999, -0.0201363, 0.00617215, 1, 0.104206, 3, 408.554, -215.925, 297.123, -180, -0.0167684, 0.00944848
50.172, 1, 0, 425.868, 239.476, 297.122, -179.999, -0.0201363, 0.00617215, 1, 9.3163e-05, 1, 425.807, 239.465, 297.057, 179.999, -0.00335685, 0.00488208
54.908, 1, 1, 408.554, -215.925, 297.123, -180, -0.0167684, 0.00944848, 1, 8.36888e-05, 1, 408.524, -215.961, 297.043, -179.988, -0.00931478, 0.0191165
