Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.01, -1, -1, 380.009, -0.0133006, 297, 180, 0, 0, 1, 5.48819, 47, 319.488, 0.0132876, 297.002, -179.996, 0.00448294, -0.0042923
24.627, -1, -2, 319.488, -228.587, 297, 180, 0, 0, 1, 7.6981, 64, 323.234, -228.587, 297.012, 179.999, 0.00876784, 0.0128944
37.176, -1, -3, 370.288, 349.992, 297, 180, 0, 0, 1, 3.15146, 28, 370.331, 377.199, 297.03, 179.995, -0.00885318, -0.00329136
37.176, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 16.3378, 139, 313.324, 376.265, 297, 180, 0, 0
Fine Spiral Search
50.148, 0, 0, 416.574, 276.343, 297, 180, 0, 0, 1, 3.66405, 69, 414.582, 277.76, 296.939, 180, 0.0134762, -0.00939593
53.933, 0, 1, 422.072, -179.379, 296.939, 180, 0.0134762, -0.00939593, 1, 0.102274, 3, 422.028, -179.4, 296.872, -179.984, 0.0241954, -0.0124484
58.784, 1, 0, 414.582, 277.76, 296.939, 180, 0.0134762, -0.00939593, 1, 0.00024396, 1, 414.597, 277.739, 296.931, 179.997, 0.0146517, -0.0114418
63.638, 1, 1, 422.028, -179.4, 296.872, -179.984, 0.0241954, -0.0124484, 1, 9.35576e-05, 1, 421.976, -177.895, 296.767, -179.967, 0.0414611, -0.0039507
