Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.971, -1, -1, 380.003, -0.0294008, 297, 180, 0, 0, 1, 3.17451, 30, 325.738, -0.0989325, 297.013, 179.99, -0.00973625, -0.016467
22.259, -1, -2, 325.738, -228.699, 297, 180, 0, 0, 1, 2.73626, 26, 325.189, -228.685, 296.928, -179.991, 0.0105952, 0.0225418
28.917, -1, -3, 376.538, 380.658, 297, 180, 0, 0, 1, 3.6624, 36, 376.496, 376.413, 297.042, -179.994, -0.00479726, -0.00129938
28.917, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 9.57316, 92, 326.643, 376.533, 297, 180, 0, 0
Fine Spiral Search
42.866, 0, 0, 427.999, 274.689, 297, 180, 0, 0, 1, 0.426752, 9, 427.479, 274.688, 296.956, -179.998, 0.0101383, -0.0140003
43.403, 0, 1, 426.38, -182.511, 296.956, -179.998, 0.0101383, -0.0140003, 1, 23.0688, 431, 424.895, -178.858, 296.874, -179.992, 0.0272922, -0.000896999
71.203, 1, 0, 427.479, 274.688, 296.956, -179.998, 0.0101383, -0.0140003, 1, 0.104473, 3, 427.453, 274.804, 296.915, -179.993, 0.0194478, -0.00707934
76.042, 1, 1, 424.895, -178.858, 296.874, -179.992, 0.0272922, -0.000896999, 1, 2.53983, 49, 424.873, -178.75, 296.814, -179.988, 0.044638, 0.00676096
