Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.689, -1, -1, 379.995, -0.011265, 297, 180, 0, 0, 1, 3.18834, 31, 345.74, -0.0387997, 297.015, -179.998, -0.00859268, -0.00247214
22.799, -1, -2, 345.74, -228.639, 297, 180, 0, 0, 1, 2.7842, 27, 351.947, -228.648, 296.903, -179.983, 0.0107336, -0.00586558
29.423, -1, -3, 396.54, 384.356, 297, 180, 0, 0, 1, 2.33861, 23, 396.569, 385.615, 297.045, -179.999, -0.0162874, -0.00504598
29.423, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.31115, 81, 335.315, 383.952, 297, 180, 0, 0
Fine Spiral Search
41.784, 0, 0, 439.635, 285.146, 297, 180, 0, 0, 1, 3.42575, 67, 437.617, 286.564, 296.847, 179.993, 0.0257311, -0.00341625
45.322, 0, 1, 450.026, -170.468, 296.847, 179.993, 0.0257311, -0.00341625, 1, 0.105912, 3, 450.028, -170.504, 296.782, -179.995, 0.0291708, -0.00525537
50.193, 1, 0, 437.617, 286.564, 296.847, 179.993, 0.0257311, -0.00341625, 1, 0.105138, 3, 437.659, 286.567, 296.814, 179.981, 0.0219962, -0.00550481
55.054, 1, 1, 450.028, -170.504, 296.782, -179.995, 0.0291708, -0.00525537, 1, 0.103969, 3, 450.091, -168.369, 296.742, -179.993, 0.0359511, -0.00779394
