Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
32.48, -1, -1, 380.006, -0.0243964, 297, 180, 0, 0, 1, 3.31411, 22, 335.831, -0.167507, 297.042, 179.977, -0.00263949, -0.00521423
53.321, -1, -2, 335.831, 228.432, 297, 180, 0, 0, 1, 2.9885, 28, 335.818, 228.431, 296.973, 179.999, 0.00494984, 0.00511173
75.144, -1, -3, 386.631, -298.303, 297, 180, 0, 0, 1, 4.51765, 44, 386.632, -316.745, 296.925, -179.992, 0.00303391, -0.00856427
75.144, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 10.8203, 94, 335.849, -316.748, 297, 180, 0, 0
Fine Spiral Search
103.963, 0, 0, 386.643, -215.145, 297, 180, 0, 0, 1, 0.971611, 19, 385.736, -214.594, 296.992, -179.999, -0.00321614, -0.00670935
120.05, 0, 1, 385.71, 242.606, 296.992, -179.999, -0.00321614, -0.00670935, 1, 0.119162, 3, 385.685, 242.643, 296.943, 179.989, 0.00848781, -0.00456457
