Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.88, -1, -1, 379.992, -0.0446723, 297, 180, 0, 0, 1, 4.93849, 46, 321.065, -0.0626358, 297.038, 179.995, -0.00811044, 0.00272404
24.76, -1, -2, 321.065, -228.663, 297, 180, 0, 0, 1, 3.98868, 37, 313.779, -228.678, 296.995, -179.999, 0.00652061, 0.00916206
33.59, -1, -3, 371.865, 338.364, 297, 180, 0, 0, 1, 1.32029, 13, 371.92, 338.174, 296.995, -179.999, -0.00618617, -0.0193973
33.59, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 10.2475, 96, 331.885, 339.45, 297, 180, 0, 0
Fine Spiral Search
44.514, 0, 0, 430.197, 234.665, 297, 180, 0, 0, 1, 5.51068, 103, 428.197, 237.138, 297.077, -179.981, -0.00973302, 0.00378519
50.146, 0, 1, 413.634, -219.83, 297.077, -179.981, -0.00973302, 0.00378519, 1, 0.000120796, 1, 413.603, -219.88, 297.093, -179.979, -0.0100762, 0.0110815
55.083, 1, 0, 428.197, 237.138, 297.077, -179.981, -0.00973302, 0.00378519, 1, 0.103436, 3, 428.166, 237.231, 297.038, -179.98, -0.00213296, 0.00173731
60.028, 1, 1, 413.603, -219.88, 297.093, -179.979, -0.0100762, 0.0110815, 1, 0.112352, 3, 413.709, -218.333, 297.053, -179.982, 0.000877265, 0.00844737
