Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
17.464, -1, -1, 379.974, -0.0130729, 297, 180, 0, 0, 1, 5.2629, 15, 44, 311.412, 0.0239272, 296.957, 179.997, 0.0114033, 0.000820058
23.834, -1, -2, 311.412, -228.576, 297, 180, 0, 0, 1, 3.49922, 6, 34, 306.144, -228.565, 297.03, -179.998, 0.00346097, 0.00776185
31.157, -1, -3, 306.117, -228.568, 297.044, 179.999, 0.00870915, 0.0167107, 1, 9.21126, 13, 31, 344.257, 373.87, 297.03, 179.989, 0.0125674, 0.0080426
31.157, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 17.9734, 34, 109, 320.04, 374.428, 297, 180, 0, 0
Fine Spiral Search
43.914, 0, 0, 419.272, 270.514, 297, 180, 0, 0, 1, 3.64829, NA, 69, 417.273, 271.921, 296.981, -179.998, 0.00666009, -0.0175257
47.671, 0, 1, 406.74, -185.158, 296.981, -179.998, 0.00666009, -0.0175257, 1, 0.100634, NA, 1, 406.673, -185.215, 296.948, -179.991, 0.0245024, -0.0169645
52.536, 1, 0, 417.273, 271.921, 296.981, -179.998, 0.00666009, -0.0175257, 1, 0.101491, NA, 1, 417.213, 270.96, 296.931, -179.999, 0.0146371, -0.0101674
57.486, 1, 1, 406.673, -185.215, 296.948, -179.991, 0.0245024, -0.0169645, 1, 0.100659, NA, 1, 406.684, -185.219, 296.967, -179.983, 0.0175273, -0.0224229
