Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.464, -1, -1, 380.005, -0.0449099, 297, 180, 0, 0, 1, 2.76823, 27, 346.952, -0.0515418, 297.034, 179.999, -0.00155688, 0.0110638
26.945, -1, -2, 346.952, 228.548, 297, 180, 0, 0, 1, 2.36016, 23, 345.7, 228.539, 296.97, 179.993, 0.00709287, -0.00417632
38.23, -1, -3, 397.752, -314.177, 297, 180, 0, 0, 1, 3.55377, 35, 397.666, -305.914, 296.967, -179.998, 0.00603458, -2.68149e-05
38.23, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.68216, 85, 348.628, -306.182, 297, 180, 0, 0
Fine Spiral Search
56.053, 0, 0, 398.871, -204.305, 297, 180, 0, 0, 1, 1.99864, 39, 397.399, -203.315, 297.106, 179.989, -0.0201696, -0.0108359
58.16, 0, 1, 394.895, 253.878, 297.106, 179.989, -0.0201696, -0.0108359, 1, 0.102589, 3, 395.092, 252.187, 297.109, 179.987, -0.0190241, -0.0201035
62.992, 1, 0, 397.399, -203.315, 297.106, 179.989, -0.0201696, -0.0108359, 1, 0.000110138, 1, 397.364, -203.374, 296.985, -179.992, 0.0019708, -0.0100311
67.735, 1, 1, 395.092, 252.187, 297.109, 179.987, -0.0190241, -0.0201035, 1, 7.97412e-05, 1, 395.042, 252.341, 297.081, 179.983, -0.0102053, -0.0179192
