Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
21.866, -1, -1, 380.013, -0.0740349, 297, 180, 0, 0, 1, 8.47839, 75, 292.508, 0.0603228, 296.999, -179.984, -0.000741616, 0.00725461
32.458, -1, -2, 292.508, -228.54, 297, 180, 0, 0, 1, 5.64424, 48, 308.473, -228.505, 296.934, -179.998, 0.0142174, 0.0139137
43.023, -1, -3, 343.308, 325.76, 297, 180, 0, 0, 1, 4.1563, 39, 343.354, 333.188, 297.01, 179.99, -0.00611853, -0.00662467
43.023, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 18.2789, 162, 269.6, 328.037, 297, 180, 0, 0
Fine Spiral Search
56.437, 0, 0, 378.032, 233.763, 297, 180, 0, 0, 1, 1.98729, 39, 377.117, 235.16, 297.141, -179.995, -0.0387512, 0.0176781
58.531, 0, 1, 408.973, -220.929, 297.141, -179.995, -0.0387512, 0.0176781, 1, 0.104065, 3, 408.988, -221.008, 297.133, -179.988, -0.0422147, 0.0235478
63.36, 1, 0, 377.117, 235.16, 297.141, -179.995, -0.0387512, 0.0176781, 1, 0.103066, 3, 377.082, 235.137, 297.128, 179.992, -0.0355137, 0.0245717
68.186, 1, 1, 408.988, -221.008, 297.133, -179.988, -0.0422147, 0.0235478, 1, 0.103701, 3, 408.977, -221.007, 297.082, -179.982, -0.0394918, 0.0180518
