Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
10.816, -1, -1, 180.837, 90.043, 297, 180, 0, 0, 1, 21.3381, 174, 356.187, 90.0423, 297, -180, 5.8701e-05, 0.000197015
38.216, -1, -2, 180.837, -40.053, 297, 180, 0, 0, 1, 19.9184, 164, 332.731, -40.0535, 297, -180, 5.86859e-05, 0.000197019
62.79, -1, -3, 451.515, 464.485, 297, 180, 0, 0, 1, 16.5668, 148, 451.515, 361.886, 297, -180, 5.8684e-05, 0.000197016
62.79, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 57.8233, 486, 406.658, 369.974, 297, 180, 0, 0
Fine Spiral Search
88.672, 0, 0, 488.618, 251.958, 297, 180, 0, 0, 1, 3.64063, 69, 486.619, 253.458, 297, -180, 5.87005e-05, 0.000197015
92.45, 0, 1, 405.495, -196.487, 297, -180, 5.87005e-05, 0.000197015, 1, 0.000247908, 1, 405.495, -196.487, 297, -180, 5.86954e-05, 0.000197034
97.31, 1, 0, 486.619, 253.458, 297, -180, 5.87005e-05, 0.000197015, 1, 0.108466, 3, 486.647, 253.266, 297, -180, 5.8687e-05, 0.000197017
102.265, 1, 1, 405.495, -196.487, 297, -180, 5.86954e-05, 0.000197034, 1, 0.000454761, 1, 405.852, -194.523, 297, -180, 5.87037e-05, 0.000197
