Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.59, -1, -1, 380.008, -0.0427219, 297, 180, 0, 0, 1, 3.51717, 33, 327.192, -0.0473451, 297.018, 179.999, -0.0148943, 0.00586227
22.22, -1, -2, 327.192, -228.647, 297, 180, 0, 0, 1, 2.08993, 20, 325.373, -228.699, 296.947, -179.997, 0.0102702, 0.00672354
28.235, -1, -3, 377.992, 366.642, 297, 180, 0, 0, 1, 2.33833, 23, 378.002, 360.199, 297.044, -179.992, -0.0160001, 0.00540537
28.235, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 7.94543, 76, 330.061, 360.58, 297, 180, 0, 0
Fine Spiral Search
40.452, 0, 0, 430.85, 258.175, 297, 180, 0, 0, 1, 3.62111, 69, 428.82, 259.193, 297.009, 179.999, 0.00353443, -0.00144402
44.184, 0, 1, 425.183, -197.993, 297.009, 179.999, 0.00353443, -0.00144402, 1, 0.102426, 3, 425.15, -197.681, 296.978, -179.996, 0.0135215, -0.0119984
49.016, 1, 0, 428.82, 259.193, 297.009, 179.999, 0.00353443, -0.00144402, 1, 0.939708, 19, 428.253, 259.363, 297.002, 179.994, 0.0140408, 0.00691732
54.695, 1, 1, 425.15, -197.681, 296.978, -179.996, 0.0135215, -0.0119984, 1, 0.103456, 3, 425.111, -197.739, 296.954, -179.994, 0.0205802, -0.0119738
