Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.487, -1, -1, 180.837, 90.043, 297, 180, 0, 0, 1, 18.0374, 162, 311.186, 90.0423, 297, -180, 5.86869e-05, 0.00019702
40.306, -1, -2, 180.837, -40.053, 297, 180, 0, 0, 1, 18.4532, 159, 312.372, -40.0526, 297, -180, 5.86827e-05, 0.000197018
63.053, -1, -3, 451.515, 464.485, 297, 180, 0, 0, 1, 15.7855, 135, 451.515, 381.094, 297, -180, 5.86686e-05, 0.000197018
63.053, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 52.2761, 456, 308.546, 379.791, 297, 180, 0, 0
Fine Spiral Search
88.156, 0, 0, 411.068, 279.121, 297, 180, 0, 0, 1, 3.76965, 69, 409.068, 280.621, 297, -180, 5.86581e-05, 0.000197014
92.081, 0, 1, 413.234, -176.56, 297, -180, 5.86581e-05, 0.000197014, 1, 2.57057, 47, 412.314, -178.059, 297, -180, 5.86633e-05, 0.000197016
99.516, 1, 0, 409.068, 280.621, 297, -180, 5.86581e-05, 0.000197014, 1, 0.000148824, 1, 409.068, 280.622, 297, -180, 5.86603e-05, 0.000197015
104.493, 1, 1, 412.314, -178.059, 297, -180, 5.86633e-05, 0.000197016, 1, 0.000135797, 1, 412.314, -178.059, 297, -180, 5.8657e-05, 0.000197022
