Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.389, -1, -1, 379.983, -0.0279659, 297, 180, 0, 0, 1, 3.32441, 31, 332.349, -0.0561, 296.95, 179.996, 0.00788984, -0.000895031
22.848, -1, -2, 332.349, 228.544, 297, 180, 0, 0, 1, 3.68085, 35, 329.818, 228.541, 296.895, 179.989, 0.0136708, -0.00237545
30.452, -1, -3, 383.149, -320.557, 297, 180, 0, 0, 1, 3.65811, 36, 383.098, -303.604, 296.957, 179.996, 0.00758961, 0.0118665
30.452, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 10.6634, 102, 335.714, -304.128, 297, 180, 0, 0
Fine Spiral Search
43.481, 0, 0, 385.387, -201.972, 297, 180, 0, 0, 1, 2.24755, 43, 383.891, -201.983, 297.026, 179.995, -0.00882801, 0.00462999
45.847, 0, 1, 378.83, 255.189, 297.026, 179.995, -0.00882801, 0.00462999, 1, 0.10429, 3, 378.762, 255.265, 296.966, 179.988, 0.00953817, 0.0131436
50.679, 1, 0, 383.891, -201.983, 297.026, 179.995, -0.00882801, 0.00462999, 1, 0.104136, 3, 383.846, -202.03, 296.978, 179.999, 0.00403998, 0.00397343
55.516, 1, 1, 378.762, 255.265, 296.966, 179.988, 0.00953817, 0.0131436, 1, 0.103673, 3, 378.675, 255.336, 296.918, 179.986, 0.0293111, 0.0276755
