Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.386, -1, -1, 379.984, -0.00546881, 297, 180, 0, 0, 1, 3.85743, 36, 308.686, -0.0955017, 297.041, 179.98, -0.0139587, -0.00812171
23.581, -1, -2, 308.686, -228.696, 297, 180, 0, 0, 1, 2.27433, 22, 307.387, -228.766, 296.999, 179.996, -0.00109736, 0.00485952
29.587, -1, -3, 359.486, 376.868, 297, 180, 0, 0, 1, 2.4388, 24, 359.491, 377.587, 297.071, 179.999, -0.0100131, -0.00593665
29.587, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.57057, 82, 310.833, 377.864, 297, 180, 0, 0
Fine Spiral Search
42.202, 0, 0, 411.854, 275.688, 297, 180, 0, 0, 1, 1.03582, 21, 410.864, 275.993, 296.968, 179.998, 0.00123455, -0.00693994
43.345, 0, 1, 408.266, -181.2, 296.968, 179.998, 0.00123455, -0.00693994, 1, 0.103253, 3, 408.196, -181.257, 296.873, -179.99, 0.0198599, -0.0102328
48.179, 1, 0, 410.864, 275.993, 296.968, 179.998, 0.00123455, -0.00693994, 1, 3.3706, 65, 410.261, 275.707, 296.92, 179.99, 0.0141076, -0.00150659
56.283, 1, 1, 408.196, -181.257, 296.873, -179.99, 0.0198599, -0.0102328, 1, 9.4742e-05, 1, 408.192, -181.269, 296.85, -179.983, 0.0241115, -0.0101706
