Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps_large, steps_small,x, y, z, xrot, yrot, zrot
Edge
17.723, -1, -1, 379.977, -0.0108519, 297, 180, 0, 0, 1, 4.16498, 13, 34, 320.641, 0.0363321, 296.933, -179.997, -0.00163971, 0.0254619
22.911, -1, -2, 320.641, -228.564, 297, 180, 0, 0, 1, 2.38675, 5, 23, 314.808, -228.643, 297.039, 179.992, 0.00614856, -0.0176044
29.038, -1, -3, 314.81, -228.66, 297.056, 179.989, -0.000211534, -0.0183422, 1, 8.30268, 13, 25, 352.883, 343.392, 297.082, 179.998, -0.00243947, -0.0290305
29.038, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 14.8544, 31, 82, 329.415, 343.991, 297, 180, 0, 0
Fine Spiral Search
40.955, 0, 0, 428.391, 239.833, 297, 180, 0, 0, 1, 2.06097, NA, 39, 427.454, 241.282, 297.072, -179.985, -0.0180685, 0.00259361
43.136, 0, 1, 415.795, -215.77, 297.072, -179.985, -0.0180685, 0.00259361, 1, 0.000349755, NA, 1, 415.784, -215.785, 297.065, -179.983, -0.0165525, -0.00211393
48.105, 1, 0, 427.454, 241.282, 297.072, -179.985, -0.0180685, 0.00259361, 1, 0.000550687, NA, 1, 427.385, 241.413, 297.007, -179.98, -0.00434041, 0.00813889
53.06, 1, 1, 415.784, -215.785, 297.065, -179.983, -0.0165525, -0.00211393, 1, 0.105771, NA, 3, 415.758, -215.677, 297.049, -179.981, -0.00861743, -0.00409925
