Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.619, -1, -1, 379.99, -0.0110878, 297, 180, 0, 0, 1, 3.21552, 30, 335.5, -0.0170599, 296.962, -179.999, 0.00552535, 0.00319612
22.851, -1, -2, 335.5, -228.617, 297, 180, 0, 0, 1, 2.39418, 23, 329.721, -228.647, 297.012, 179.998, 0.00838593, -0.000590011
29.077, -1, -3, 386.3, 336.962, 297, 180, 0, 0, 1, 3.35249, 33, 386.355, 325.672, 297.005, 180, -0.00585741, -0.0103168
29.077, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.96219, 86, 343.76, 326.748, 297, 180, 0, 0
Fine Spiral Search
42.005, 0, 0, 442.76, 222.614, 297, 180, 0, 0, 1, 1.03844, 21, 440.9, 223.743, 296.978, 179.996, 0.00422414, 0.00560882
43.152, 0, 1, 429.346, -233.311, 296.978, 179.996, 0.00422414, 0.00560882, 1, 0.104367, 3, 429.395, -232.725, 297.031, 179.991, 0.0036633, 0.00649275
47.99, 1, 0, 440.9, 223.743, 296.978, 179.996, 0.00422414, 0.00560882, 1, 9.71106e-05, 1, 440.866, 222.76, 296.93, 179.994, 0.0162586, -0.00692982
52.726, 1, 1, 429.395, -232.725, 297.031, 179.991, 0.0036633, 0.00649275, 1, 9.19787e-05, 1, 429.348, -232.905, 297.028, 179.994, 0.0121516, 0.0127486
