Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.871, -1, -1, 379.999, -0.0112868, 297, 180, 0, 0, 1, 4.79788, 45, 337.5, 0.0170847, 296.981, -179.985, -0.00691202, 0.00135178
23.687, -1, -2, 337.5, -228.583, 297, 180, 0, 0, 1, 3.71307, 35, 334.923, -228.685, 296.983, 179.996, -0.000104141, -0.0114144
31.122, -1, -3, 388.3, 336.405, 297, 180, 0, 0, 1, 2.94544, 29, 388.271, 333.186, 296.999, 179.995, -0.00301254, 0.0181817
31.122, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 11.4564, 109, 341.26, 333.716, 297, 180, 0, 0
Fine Spiral Search
43.751, 0, 0, 441.709, 230.977, 297, 180, 0, 0, 1, 9.98739e-05, 1, 441.688, 230.947, 297.006, 179.997, 0.0036499, 0.00483375
43.863, 0, 1, 436.536, -226.224, 297.006, 179.997, 0.0036499, 0.00483375, 1, 0.106166, 3, 436.532, -226.249, 296.993, 179.999, 0.00252931, 0.0057446
48.904, 1, 0, 441.688, 230.947, 297.006, 179.997, 0.0036499, 0.00483375, 1, 0.00010698, 1, 441.65, 231.026, 296.955, 179.994, 0.00840277, 0.0151235
53.836, 1, 1, 436.532, -226.249, 296.993, 179.999, 0.00252931, 0.0057446, 1, 23.0748, 431, 435.072, -222.982, 297.006, -179.995, 0.0017625, 0.0199244
