Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.582, -1, -1, 380.009, -0.0360321, 297, 180, 0, 0, 1, 10.1757, 88, 261.77, -0.019091, 296.96, -179.991, 0.00409821, -0.000703462
29.884, -1, -2, 261.77, -228.619, 297, 180, 0, 0, 1, 7.38094, 69, 265.979, -228.632, 297.021, 179.99, 0.010069, 0.00963026
42.022, -1, -3, 312.57, 349.98, 297, 180, 0, 0, 1, 5.27956, 49, 312.542, 384.443, 296.967, 179.994, 0.00477011, 0.00642975
42.022, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 22.8362, 206, 254.712, 383.378, 297, 180, 0, 0
Fine Spiral Search
57.005, 0, 0, 358.165, 283.665, 297, 180, 0, 0, 1, 0.000176457, 1, 358.231, 283.59, 297.023, 179.995, -0.00736361, 0.00354835
57.128, 0, 1, 366.646, -173.533, 297.023, 179.995, -0.00736361, 0.00354835, 1, 2.70974, 51, 367.656, -174.987, 296.901, -179.996, 0.0100717, 0.0123833
64.798, 1, 0, 358.231, 283.59, 297.023, 179.995, -0.00736361, 0.00354835, 1, 0.000228565, 1, 358.199, 283.611, 296.956, 179.988, 0.00523841, 0.0111669
69.747, 1, 1, 367.656, -174.987, 296.901, -179.996, 0.0100717, 0.0123833, 1, 0.0001054, 1, 367.627, -175.036, 296.852, -179.988, 0.00913118, 0.00825181
