Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
15.373, -1, -1, 379.988, -6.12303e-05, 297, 180, 0, 0, 1, 5.87512, 51, 269.239, -0.0562238, 297.008, 179.983, -0.000141309, 0.0020518
23.357, -1, -2, 269.239, -228.656, 297, 180, 0, 0, 1, 2.03858, 12, 285.197, -228.548, 296.946, -179.982, 0.0177493, 0.00611976
30.317, -1, -3, 320.039, 228.544, 297, 180, 0, 0, 1, 10.0276, 86, 319.984, 373.032, 297.034, 179.999, 0.00378173, 0.00260205
30.317, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 17.9413, 149, 243.555, 367.695, 297, 180, 0, 0
Fine Spiral Search
48.702, 0, 0, 351.987, 273.42, 297, 180, 0, 0, 1, 0.722363, 15, 352.522, 274.384, 297.073, -179.994, -0.00855099, 0.0155404
49.531, 0, 1, 384.375, -181.705, 297.073, -179.994, -0.00855099, 0.0155404, 1, 3.75152, 73, 382.054, -179.269, 297.057, 179.991, -0.00258348, 0.0169325
58.008, 1, 0, 352.522, 274.384, 297.073, -179.994, -0.00855099, 0.0155404, 1, 1.97053, 39, 351.618, 274.463, 297.008, -179.992, -0.00202291, 0.0169487
64.704, 1, 1, 382.054, -179.269, 297.057, 179.991, -0.00258348, 0.0169325, 1, 0.102436, 3, 382.033, -179.28, 297.054, 179.996, -0.00168145, 0.0259085
