Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
38.219, -1, -1, 380, -0.00871048, 297, 180, 0, 0, 1, 4.49337, 39, 292.017, 0.0118306, 296.905, -179.993, 0.0115591, 0.00460234
44.824, -1, -2, 292.017, -228.588, 297, 180, 0, 0, 1, 1.93715, 12, 308.394, -228.608, 297.121, 179.982, -0.0192124, 0.00212882
51.685, -1, -3, 342.817, 228.612, 297, 180, 0, 0, 1, 5.16258, 42, 342.799, 332.807, 296.919, 179.994, 0.0192336, -0.0162781
51.685, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 11.5931, 93, 268.558, 327.488, 297, 180, 0, 0
Fine Spiral Search
65.101, 0, 0, 377.158, 233.408, 297, 180, 0, 0, 1, 1.9703, 39, 375.77, 234.341, 297.069, -179.984, -0.0328536, -0.012756
67.178, 0, 1, 408.438, -221.691, 297.069, -179.984, -0.0328536, -0.012756, 1, 0.000116848, 1, 408.274, -218.897, 297.123, -179.993, -0.0484527, -0.00469299
71.903, 1, 0, 375.77, 234.341, 297.069, -179.984, -0.0328536, -0.012756, 1, 9.39524e-05, 1, 375.715, 234.439, 297.015, -179.986, -0.0224061, -0.0195708
76.827, 1, 1, 408.274, -218.897, 297.123, -179.993, -0.0484527, -0.00469299, 1, 0.103901, 3, 408.265, -218.899, 297.074, -179.981, -0.050227, -0.00743131
