Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
37.711, -1, -1, 380.004, -0.0176874, 297, 180, 0, 0, 1, 3.74913, 36, 329.259, -0.0017698, 296.97, -179.999, 0.00488936, 0.00402009
43.58, -1, -2, 329.259, -228.602, 297, 180, 0, 0, 1, 1.59249, 14, 340.6, -228.506, 296.966, -179.987, 0.00304664, 0.00901538
49.914, -1, -3, 380.059, 228.598, 297, 180, 0, 0, 1, 6.7421, 66, 380.083, 335.276, 296.963, 179.991, -0.00632359, -0.00218851
49.914, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 12.0837, 116, 312.784, 331.936, 297, 180, 0, 0
Fine Spiral Search
63.867, 0, 0, 419.295, 235.497, 297, 180, 0, 0, 1, 0.000183562, 1, 380.254, 334.933, 296.991, 180, -0.00626742, -0.00567736
63.98, 0, 1, 402.918, -121.705, 296.991, 180, -0.00626742, -0.00567736, 1, 0.00015435, 1, 382.489, 325.288, 296.784, 179.994, 0.0130629, 0.00628937
64.087, 1, 0, 380.254, 334.933, 296.991, 180, -0.00626742, -0.00567736, 1, 0.000103032, 1, 382.489, 325.288, 296.784, 179.994, 0.0130629, 0.00628937
64.192, 1, 1, 382.489, 325.288, 296.784, 179.994, 0.0130629, 0.00628937, 1, 9.9479e-05, 1, 381.693, 327.74, 296.853, 179.989, 0.0133341, 0.00487652
