Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
103.272, -1, -1, 380.016, -0.0408789, 297, 180, 0, 0, 1, 5.93533, 58, 266.761, 0.00158129, 296.964, -179.994, -0.000398402, -0.000915124
111.317, -1, -2, 266.761, -228.598, 297, 180, 0, 0, 1, 1.55316, 14, 277.739, -228.486, 297.007, 179.995, -0.0052074, 0.00829222
117.599, -1, -3, 380.022, 349.948, 297, 180, 0, 0, 1, 1.51874, 15, 380.054, 367.409, 296.996, 179.989, -0.00855715, -0.0159836
117.599, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 9.00723, 87, 249.409, 361.132, 297, 180, 0, 0
Fine Spiral Search
127.68, 0, 0, 355.768, 264.525, 297, 180, 0, 0, 1, 0.000109743, 1, 379.71, 365.992, 297.06, 180, -0.0139404, -0.0295686
127.786, 0, 1, 401.652, -90.6809, 297.06, 180, -0.0139404, -0.0295686, 1, 0.000158693, 1, 379.71, 365.992, 297.06, 180, -0.0139404, -0.0295686
127.892, 1, 0, 379.71, 365.992, 297.06, 180, -0.0139404, -0.0295686, 1, 0.000133033, 1, 379.054, 356.883, 297.083, -179.995, -0.00140051, 0.0102663
127.996, 1, 1, 379.71, 365.992, 297.06, 180, -0.0139404, -0.0295686, 1, 9.63209e-05, 1, 379.054, 356.883, 297.083, -179.995, -0.00140051, 0.0102663
