Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.686, -1, -1, 379.998, -0.0224984, 297, 180, 0, 0, 1, 5.19742, 46, 333.28, -0.0213223, 296.901, -179.996, 0.023423, 0.010684
25.517, -1, -2, 333.28, -228.621, 297, 180, 0, 0, 1, 3.56975, 33, 330.022, -228.644, 296.974, 179.996, -0.00699421, -4.07155e-05
33.757, -1, -3, 384.08, 342.204, 297, 180, 0, 0, 1, 1.32012, 13, 384.055, 342.887, 297.029, -180, -0.00436613, 0.00185517
33.757, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 10.0873, 92, 338.176, 343.541, 297, 180, 0, 0
Fine Spiral Search
44.677, 0, 0, 438.318, 240.503, 297, 180, 0, 0, 1, 5.53852, 103, 436.222, 242.962, 297.049, 179.997, 0.00171323, 0.0160585
50.329, 0, 1, 429.707, -214.191, 297.049, 179.997, 0.00171323, 0.0160585, 1, 0.000102242, 1, 429.66, -214.259, 297.033, -179.998, 0.00547793, 0.0155017
55.202, 1, 0, 436.222, 242.962, 297.049, 179.997, 0.00171323, 0.0160585, 1, 0.106416, 3, 436.206, 242.954, 297.083, 179.995, -0.00240413, 0.0167504
60.145, 1, 1, 429.66, -214.259, 297.033, -179.998, 0.00547793, 0.0155017, 1, 0.000183957, 1, 429.7, -211.888, 297.088, 179.997, -0.00147264, 0.0142506
