Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
158.747, -1, -1, 379.988, -0.0600196, 297, 180, 0, 0, 1, 4.79985, 41, 292.519, -0.00459167, 296.986, -180, 0.00640515, -0.0099686
165.657, -1, -2, 292.519, -228.605, 297, 180, 0, 0, 1, 7.15935, 62, 308.043, -228.596, 296.959, -179.999, 0.00984243, 0.00977274
177.739, -1, -3, 343.319, 323.369, 297, 180, 0, 0, 1, 3.13893, 30, 343.311, 332.879, 296.985, -179.994, 0.00266682, -0.00950466
177.739, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 15.0981, 133, 270.249, 327.918, 297, 180, 0, 0
Fine Spiral Search
190.138, 0, 0, 378.5, 233.435, 297, 180, 0, 0, 1, 3.42841, 67, 376.635, 234.925, 297.071, -179.998, -0.0179923, -0.00351625
193.674, 0, 1, 407.613, -221.224, 297.071, -179.998, -0.0179923, -0.00351625, 1, 0.103359, 3, 407.603, -220.658, 297.008, -179.998, -0.00932794, -0.000728927
198.505, 1, 0, 376.635, 234.925, 297.071, -179.998, -0.0179923, -0.00351625, 1, 0.000108953, 1, 376.709, 234.465, 297.057, -179.989, -0.0211899, -0.0194889
203.23, 1, 1, 407.603, -220.658, 297.008, -179.998, -0.00932794, -0.000728927, 1, 0.000110137, 1, 407.597, -220.742, 296.933, -179.989, -0.00547761, 0.0102525
