Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.561, -1, -1, 379.991, -0.0163832, 297, 180, 0, 0, 1, 5.79342, 55, 289.243, -0.0144363, 297.059, 179.991, -0.0220948, 0.00551082
26.586, -1, -2, 289.243, -228.614, 297, 180, 0, 0, 1, 6.95419, 65, 288.992, -228.573, 296.951, -179.989, 0.000852691, 0.0223224
38.3, -1, -3, 340.043, 350.776, 297, 180, 0, 0, 1, 5.07736, 50, 339.9, 357.596, 296.996, 179.991, 0.0170933, -0.00280182
38.3, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 17.825, 170, 289.635, 357.651, 297, 180, 0, 0
Fine Spiral Search
53.289, 0, 0, 391.124, 255.94, 297, 180, 0, 0, 1, 0.975785, 19, 390.211, 256.389, 297.065, -179.998, -0.0166824, -0.0105218
54.384, 0, 1, 389.709, -200.811, 297.065, -179.998, -0.0166824, -0.0105218, 1, 23.5288, 435, 390.241, -201.333, 297.001, -179.992, -0.00975735, 0.0089993
82.652, 1, 0, 390.211, 256.389, 297.065, -179.998, -0.0166824, -0.0105218, 1, 0.109537, 3, 390.166, 256.53, 296.977, -179.994, 0.000174218, -0.00430087
87.524, 1, 1, 390.241, -201.333, 297.001, -179.992, -0.00975735, 0.0089993, 1, 23.3083, 433, 390.068, -200.841, 296.995, -179.989, -0.00176497, 0.0207625
