Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
22.479, -2, -1, 217.855, -632.574, 297, 180, 0, 0, 1, 3.06751, 11, 237.857, -642.576, 297, -180, 5.8686e-05, 0.000197019
55.322, -2, -2, -239.531, -627.682, 297, 180, 0, 0, 1, 3.06721, 11, -219.53, -637.682, 297, -180, 5.86657e-05, 0.000197017
Bisect
25.919, -1, -1, 237.857, -642.576, 297, 180, 0, 0, 1, 21.6872, 174, 249.283, -635.133, 297, -180, 5.86768e-05, 0.000197023
58.76, -1, -2, -219.53, -637.682, 297, 180, 0, 0, 1, 22.4997, 182, -206.617, -634.682, 297, -180, 5.86757e-05, 0.000197023
Fine Spiral Search
83.78, 0, 0, 249.333, -584.333, 297, 180, 0, 0, 1, 0.000143823, 1, 248.621, -584.412, 297, -180, 5.86726e-05, 0.000197014
88.704, 0, 1, -207.279, -583.961, 297, -180, 5.86726e-05, 0.000197014, 1, 0.734259, 15, -206.279, -583.461, 297, -180, 5.86728e-05, 0.000197012
94.469, 1, 0, 248.621, -584.412, 297, -180, 5.86726e-05, 0.000197014, 1, 0.309014, 7, 248.622, -583.912, 297, -180, 5.86769e-05, 0.000197018
99.701, 1, 1, -206.279, -583.461, 297, -180, 5.86728e-05, 0.000197012, 1, 0.000119721, 1, -206.279, -583.461, 297, -180, 5.86727e-05, 0.000197042
