Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.727, -1, -1, 380.01, -0.00923157, 297, 180, 0, 0, 1, 3.8002, 36, 334.776, -0.0604648, 297.025, 179.999, -0.0214499, -0.00847454
27.643, -1, -2, 334.776, -228.66, 297, 180, 0, 0, 1, 3.38004, 29, 338.196, -228.657, 296.871, -179.978, 0.02319, -0.00138229
39.961, -1, -3, 385.576, 364.225, 297, 180, 0, 0, 1, 2.74045, 27, 385.591, 361.428, 296.982, 179.99, 0.000287667, -0.00327824
39.961, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 9.92069, 92, 329.38, 360.587, 297, 180, 0, 0
Fine Spiral Search
57.779, 0, 0, 432.488, 260.518, 297, 180, 0, 0, 1, 1.03285, 21, 431.559, 260.918, 296.996, 179.999, -0.00399056, -0.00344259
58.918, 0, 1, 438.399, -196.231, 296.996, 179.999, -0.00399056, -0.00344259, 1, 23.0716, 431, 436.948, -193.248, 297.064, -180, -0.0184464, 0.0092798
86.724, 1, 0, 431.559, 260.918, 296.996, 179.999, -0.00399056, -0.00344259, 1, 0.106368, 3, 431.552, 260.937, 296.954, 179.992, -0.00334523, 0.000652613
91.561, 1, 1, 436.948, -193.248, 297.064, -180, -0.0184464, 0.0092798, 1, 0.104435, 3, 436.914, -193.257, 297.044, -179.997, -0.0127028, 0.00107447
