Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
51.895, -1, -1, 380.001, 4.4088e-07, 297, 180, 0, 0, 1, 14.6316, 118, 269.224, 1.1384e-07, 297, -180, 5.86827e-05, 0.000197018
68.661, -1, -2, 269.224, -228.6, 297, 180, 0, 0, 1, 1.54627, 15, 271.224, -228.6, 297, -180, 5.8686e-05, 0.000197019
74.955, -1, -3, 320.024, 228.6, 297, 180, 0, 0, 1, 15.0407, 115, 320.024, 379.1, 297, -180, 5.86685e-05, 0.000197016
74.955, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 31.2185, 248, 265.912, 378.626, 297, 180, 0, 0
Fine Spiral Search
98.604, 0, 0, 368.397, 277.919, 297, 180, 0, 0, 1, 3.59897, 69, 366.397, 279.225, 297, -180, 5.86952e-05, 0.000197017
102.321, 0, 1, 370.396, -177.958, 297, -180, 5.86952e-05, 0.000197017, 1, 0.000133033, 1, 370.396, -177.958, 297, -180, 5.86909e-05, 0.000197019
107.267, 1, 0, 366.397, 279.225, 297, -180, 5.86952e-05, 0.000197017, 1, 0.000714907, 1, 366.397, 279.225, 297, -180, 5.86849e-05, 0.000197012
112.333, 1, 1, 370.396, -177.958, 297, -180, 5.86909e-05, 0.000197019, 1, 0.0040439, 1, 370.396, -177.958, 297, -180, 5.86828e-05, 0.000197017
