Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.037, -1, -1, 380.002, -0.0563506, 297, 180, 0, 0, 1, 9.18083, 85, 273.403, -0.0602306, 296.967, -180, 0.00280006, 0.0195288
28.331, -1, -2, 273.403, -228.66, 297, 180, 0, 0, 1, 3.97378, 39, 276.079, -228.659, 296.968, -179.986, 0.0124258, -0.000410127
36.024, -1, -3, 324.203, 317.06, 297, 180, 0, 0, 1, 8.7298, 81, 324.209, 373.795, 297.012, -179.999, -0.00661217, -0.00467914
36.024, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 21.8844, 205, 269.035, 373.149, 297, 180, 0, 0
Fine Spiral Search
54.013, 0, 0, 371.817, 272.745, 297, 180, 0, 0, 1, 9.6321e-05, 1, 371.902, 272.681, 297.004, -179.996, -0.00680941, 2.53511e-05
54.12, 0, 1, 377.253, -184.488, 297.004, -179.996, -0.00680941, 2.53511e-05, 1, 56.3769, 1075, 377.091, -186.073, 297.022, 179.997, -0.0171662, 0.0195654
115.229, 1, 0, 371.902, 272.681, 297.004, -179.996, -0.00680941, 2.53511e-05, 1, 0.1045, 3, 371.893, 272.641, 296.929, -179.996, 0.00124229, 0.00686118
120.069, 1, 1, 377.091, -186.073, 297.022, 179.997, -0.0171662, 0.0195654, 1, 4.14062, 79, 376.666, -185.995, 297.045, 179.981, -0.0235655, 0.0400212
