Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.453, -1, -1, 380.003, -0.00485609, 297, 180, 0, 0, 1, 2.90758, 27, 328.316, -0.0606707, 296.927, 179.999, 0.00338532, 0.002153
22.198, -1, -2, 328.316, -228.661, 297, 180, 0, 0, 1, 3.29075, 31, 332.272, -228.715, 296.913, -179.991, 0.00744982, 0.00156294
29.236, -1, -3, 379.116, 397.328, 297, 180, 0, 0, 1, 1.72476, 17, 379.12, 400, 296.972, 179.996, 0.00227054, -0.00721581
29.236, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 7.9231, 75, 321.414, 399.002, 297, 180, 0, 0
Fine Spiral Search
41.304, 0, 0, 424.756, 299.174, 297, 180, 0, 0, 1, 0.983036, 19, 424.243, 300.127, 297.008, -179.998, -0.00321745, -0.000591162
42.405, 0, 1, 432.15, -157.005, 297.008, -179.998, -0.00321745, -0.000591162, 1, 0.000119217, 1, 432.152, -157.001, 296.95, -179.994, 0.00309015, 0.00387678
47.365, 1, 0, 424.243, 300.127, 297.008, -179.998, -0.00321745, -0.000591162, 1, 0.00013106, 1, 424.269, 300.221, 297.012, -179.994, -0.0148429, -0.00205606
52.306, 1, 1, 432.152, -157.001, 296.95, -179.994, 0.00309015, 0.00387678, 1, 0.000109743, 1, 432.103, -156.309, 296.898, -179.985, 0.0197937, 0.00749319
