seconds_since_epoch, robot_x, robot_y, robot_th
seconds since epoch (s), robot_x (mm), robot_y (mm), robot_th (degrees), recv time (s), x recv time (s), y recv time (s), th recv time (s), time recv time (s)
RobotPose
1502389440.724000, 4191.000000, -4426.000000, 34.600000
1502389440.824000, 4191.000000, -4426.000000, 34.600000
1502389440.923000, 4191.000000, -4426.000000, 34.600000
1502389441.024000, 4191.000000, -4426.000000, 34.600000
1502389441.124000, 4191.000000, -4426.000000, 34.600000
1502389441.224000, 4191.000000, -4426.000000, 34.600000
1502389441.324000, 4191.000000, -4426.000000, 34.600000
1502389441.424000, 4191.000000, -4426.000000, 34.600000
1502389441.524000, 4191.000000, -4426.000000, 34.600000
1502389441.623000, 4191.000000, -4426.000000, 34.600000
1502389441.724000, 4191.000000, -4426.000000, 34.600000
1502389441.824000, 4191.000000, -4426.000000, 34.600000
1502389441.923000, 4191.000000, -4426.000000, 34.600000
1502389442.024000, 4191.000000, -4426.000000, 34.600000
1502389442.124000, 4191.000000, -4426.000000, 34.600000
1502389442.224000, 4191.000000, -4426.000000, 34.600000
1502389442.324000, 4191.000000, -4426.000000, 34.600000
1502389442.423000, 4191.000000, -4426.000000, 34.600000
1502389442.524000, 4191.000000, -4426.000000, 34.600000
1502389442.623000, 4191.000000, -4426.000000, 34.600000
1502389442.724000, 4191.000000, -4426.000000, 34.600000
1502389442.823000, 4191.000000, -4426.000000, 34.600000
1502389442.924000, 4191.000000, -4426.000000, 34.600000
1502389443.024000, 4191.000000, -4426.000000, 34.600000
1502389443.124000, 4191.000000, -4426.000000, 34.600000
1502389443.224000, 4191.000000, -4426.000000, 34.600000
1502389443.324000, 4191.000000, -4426.000000, 34.600000
1502389443.423000, 4191.000000, -4426.000000, 34.600000
1502389443.524000, 4191.000000, -4426.000000, 34.600000
1502389443.624000, 4191.000000, -4426.000000, 34.600000
1502389443.724000, 4191.000000, -4426.000000, 34.600000
1502389443.824000, 4191.000000, -4426.000000, 34.600000
1502389443.924000, 4191.000000, -4426.000000, 34.600000
1502389444.024000, 4191.000000, -4426.000000, 34.600000
1502389444.124000, 4191.000000, -4426.000000, 34.600000
1502389444.224000, 4191.000000, -4426.000000, 34.600000
1502389444.323000, 4191.000000, -4426.000000, 34.600000
1502389444.423000, 4191.000000, -4426.000000, 34.600000
1502389444.524000, 4191.000000, -4426.000000, 34.600000
1502389444.623000, 4191.000000, -4426.000000, 34.600000
1502389444.723000, 4191.000000, -4426.000000, 34.600000
1502389444.823000, 4191.000000, -4426.000000, 34.600000
1502389444.924000, 4191.000000, -4426.000000, 34.600000
1502389445.024000, 4191.000000, -4426.000000, 34.600000
1502389445.123000, 4191.000000, -4426.000000, 34.600000
1502389445.224000, 4191.000000, -4426.000000, 34.600000
1502389445.324000, 4191.000000, -4426.000000, 34.600000
1502389445.423000, 4191.000000, -4426.000000, 34.600000
1502389445.524000, 4191.000000, -4426.000000, 34.600000
1502389445.624000, 4191.000000, -4426.000000, 34.600000
1502389445.724000, 4191.000000, -4426.000000, 34.600000
1502389445.824000, 4191.000000, -4426.000000, 34.600000
1502389445.923000, 4191.000000, -4426.000000, 34.600000
1502389446.024000, 4191.000000, -4426.000000, 34.600000
1502389446.124000, 4191.000000, -4426.000000, 34.600000
1502389446.224000, 4191.000000, -4426.000000, 34.600000
1502389446.324000, 4191.000000, -4426.000000, 34.600000
1502389446.424000, 4191.000000, -4426.000000, 34.600000
1502389446.524000, 4191.000000, -4426.000000, 34.600000
1502389446.623000, 4191.000000, -4426.000000, 34.600000
1502389446.723000, 4191.000000, -4426.000000, 34.600000
1502389446.824000, 4191.000000, -4426.000000, 34.600000
1502389446.924000, 4191.000000, -4426.000000, 34.600000
1502389447.023000, 4191.000000, -4426.000000, 34.600000
1502389447.124000, 4191.000000, -4426.000000, 34.600000
1502389447.224000, 4191.000000, -4426.000000, 34.600000
1502389447.324000, 4191.000000, -4426.000000, 34.600000
1502389447.424000, 4191.000000, -4426.000000, 34.600000
1502389447.524000, 4191.000000, -4426.000000, 34.600000
1502389447.624000, 4191.000000, -4426.000000, 34.600000
1502389447.723000, 4191.000000, -4426.000000, 34.600000
1502389447.824000, 4191.000000, -4426.000000, 34.600000
1502389447.923000, 4191.000000, -4426.000000, 34.600000
1502389448.023000, 4191.000000, -4426.000000, 34.600000
1502389448.124000, 4191.000000, -4426.000000, 34.600000
1502389448.224000, 4191.000000, -4426.000000, 34.600000
1502389448.324000, 4191.000000, -4426.000000, 34.600000
1502389448.424000, 4191.000000, -4426.000000, 34.600000
1502389448.524000, 4191.000000, -4426.000000, 34.600000
1502389448.623000, 4191.000000, -4426.000000, 34.600000
1502389448.723000, 4191.000000, -4426.000000, 34.600000
1502389448.822000, 4191.000000, -4426.000000, 34.600000
1502389448.922000, 4191.000000, -4426.000000, 34.600000
1502389449.022000, 4191.000000, -4426.000000, 34.600000
1502389449.123000, 4191.000000, -4426.000000, 34.600000
1502389449.222000, 4191.000000, -4426.000000, 34.600000
1502389449.322000, 4191.000000, -4426.000000, 34.600000
1502389449.423000, 4191.000000, -4426.000000, 34.600000
1502389449.523000, 4191.000000, -4426.000000, 34.600000
1502389449.623000, 4191.000000, -4426.000000, 34.600000
1502389449.723000, 4191.000000, -4426.000000, 34.600000
1502389449.823000, 4191.000000, -4426.000000, 34.600000
1502389449.923000, 4191.000000, -4426.000000, 34.600000
1502389450.023000, 4191.000000, -4426.000000, 34.600000
1502389450.123000, 4191.000000, -4426.000000, 34.600000
1502389450.222000, 4191.000000, -4426.000000, 34.600000
1502389450.322000, 4191.000000, -4426.000000, 34.600000
1502389450.423000, 4191.000000, -4426.000000, 34.600000
1502389450.523000, 4191.000000, -4426.000000, 34.600000
1502389450.623000, 4191.000000, -4426.000000, 34.600000
1502389450.722000, 4191.000000, -4426.000000, 34.600000
1502389450.823000, 4191.000000, -4426.000000, 34.600000
1502389450.923000, 4191.000000, -4426.000000, 34.600000
1502389451.022000, 4191.000000, -4426.000000, 34.600000
1502389451.123000, 4191.000000, -4426.000000, 34.600000
1502389451.222000, 4191.000000, -4426.000000, 34.600000
1502389451.323000, 4191.000000, -4426.000000, 34.600000
1502389451.423000, 4191.000000, -4426.000000, 34.600000
1502389451.523000, 4191.000000, -4426.000000, 34.600000
1502389451.625000, 4191.000000, -4426.000000, 34.600000
1502389451.722000, 4191.000000, -4426.000000, 34.600000
1502389451.823000, 4191.000000, -4426.000000, 34.600000
1502389451.923000, 4191.000000, -4426.000000, 34.600000
1502389452.022000, 4191.000000, -4426.000000, 34.600000
1502389452.123000, 4191.000000, -4426.000000, 34.600000
1502389452.223000, 4191.000000, -4426.000000, 34.600000
1502389452.323000, 4191.000000, -4426.000000, 34.600000
1502389452.423000, 4191.000000, -4426.000000, 34.600000
1502389452.522000, 4191.000000, -4426.000000, 34.600000
1502389452.622000, 4191.000000, -4426.000000, 34.600000
1502389452.722000, 4191.000000, -4426.000000, 34.600000
1502389452.822000, 4191.000000, -4426.000000, 34.600000
1502389452.923000, 4191.000000, -4426.000000, 34.600000
1502389453.023000, 4191.000000, -4426.000000, 34.600000
1502389453.122000, 4191.000000, -4426.000000, 34.600000
1502389453.223000, 4191.000000, -4426.000000, 34.600000
1502389453.323000, 4191.000000, -4426.000000, 34.600000
1502389453.423000, 4191.000000, -4426.000000, 34.600000
1502389453.523000, 4191.000000, -4426.000000, 34.600000
1502389453.622000, 4191.000000, -4426.000000, 34.600000
1502389453.723000, 4191.000000, -4426.000000, 34.600000
1502389453.822000, 4191.000000, -4426.000000, 34.600000
1502389453.923000, 4191.000000, -4426.000000, 34.600000
1502389454.022000, 4191.000000, -4426.000000, 34.600000
1502389454.123000, 4191.000000, -4426.000000, 34.600000
1502389454.223000, 4191.000000, -4426.000000, 34.600000
1502389454.323000, 4191.000000, -4426.000000, 34.600000
1502389454.423000, 4191.000000, -4426.000000, 34.600000
1502389454.522000, 4191.000000, -4426.000000, 34.600000
1502389454.622000, 4191.000000, -4426.000000, 34.600000
1502389454.723000, 4191.000000, -4426.000000, 34.600000
1502389454.823000, 4191.000000, -4426.000000, 34.600000
1502389454.923000, 4191.000000, -4426.000000, 34.600000
1502389455.023000, 4191.000000, -4426.000000, 34.600000
1502389455.122000, 4191.000000, -4426.000000, 34.600000
1502389455.223000, 4191.000000, -4426.000000, 34.600000
1502389455.322000, 4191.000000, -4426.000000, 34.600000
1502389455.423000, 4191.000000, -4426.000000, 34.600000
1502389455.523000, 4191.000000, -4426.000000, 34.600000
1502389455.622000, 4191.000000, -4426.000000, 34.600000
1502389455.723000, 4191.000000, -4426.000000, 34.600000
1502389455.822000, 4191.000000, -4426.000000, 34.600000
1502389455.923000, 4191.000000, -4426.000000, 34.600000
1502389456.023000, 4191.000000, -4426.000000, 34.600000
1502389456.123000, 4191.000000, -4426.000000, 34.600000
1502389456.223000, 4191.000000, -4426.000000, 34.600000
1502389456.323000, 4191.000000, -4426.000000, 34.600000
1502389456.423000, 4191.000000, -4426.000000, 34.600000
1502389456.523000, 4191.000000, -4426.000000, 34.600000
1502389456.623000, 4191.000000, -4426.000000, 34.600000
1502389456.722000, 4191.000000, -4426.000000, 34.600000
1502389456.823000, 4191.000000, -4426.000000, 34.600000
1502389456.923000, 4191.000000, -4426.000000, 34.600000
1502389457.023000, 4191.000000, -4426.000000, 34.600000
1502389457.123000, 4191.000000, -4426.000000, 34.600000
1502389457.223000, 4191.000000, -4426.000000, 34.600000
1502389457.322000, 4191.000000, -4426.000000, 34.600000
1502389457.423000, 4191.000000, -4426.000000, 34.600000
1502389464.222000, 4191.000000, -4426.000000, 34.600000
1502389464.322000, 4191.000000, -4426.000000, 34.600000
1502389464.423000, 4191.000000, -4426.000000, 34.600000
1502389464.523000, 4191.000000, -4426.000000, 34.600000
1502389464.623000, 4191.000000, -4426.000000, 34.600000
1502389464.723000, 4191.000000, -4426.000000, 34.600000
1502389464.823000, 4191.000000, -4426.000000, 34.600000
1502389464.923000, 4191.000000, -4426.000000, 34.600000
1502389465.023000, 4191.000000, -4426.000000, 34.600000
1502389465.122000, 4191.000000, -4426.000000, 34.600000
1502389465.223000, 4191.000000, -4426.000000, 34.600000
1502389465.323000, 4191.000000, -4426.000000, 34.600000
1502389465.423000, 4191.000000, -4426.000000, 34.600000
1502389465.523000, 4191.000000, -4426.000000, 34.600000
1502389465.624000, 4191.000000, -4426.000000, 34.600000
1502389465.722000, 4191.000000, -4426.000000, 34.600000
1502389465.822000, 4191.000000, -4426.000000, 34.600000
1502389465.923000, 4191.000000, -4426.000000, 34.600000
1502389466.023000, 4191.000000, -4426.000000, 34.600000
1502389466.122000, 4191.000000, -4426.000000, 34.600000
1502389466.223000, 4191.000000, -4426.000000, 34.600000
1502389466.323000, 4191.000000, -4426.000000, 34.600000
1502389466.423000, 4191.000000, -4426.000000, 34.600000
1502389466.523000, 4191.000000, -4426.000000, 34.600000
1502389466.623000, 4191.000000, -4426.000000, 34.600000
1502389466.724000, 4191.000000, -4426.000000, 34.600000
1502389466.823000, 4191.000000, -4426.000000, 34.600000
1502389466.924000, 4191.000000, -4426.000000, 34.600000
1502389467.022000, 4191.000000, -4426.000000, 34.600000
1502389467.122000, 4191.000000, -4426.000000, 34.600000
1502389467.222000, 4191.000000, -4426.000000, 34.600000
1502389467.323000, 4191.000000, -4426.000000, 34.600000
