Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
31.857, -1, -1, 379.979, -0.0407352, 297, 180, 0, 0, 1, 2.70873, 17, 315.501, -0.077736, 297.128, 179.993, -0.0371746, 0.0131511
52.292, -1, -2, 315.501, 228.522, 297, 180, 0, 0, 1, 3.18936, 30, 311.502, 228.54, 296.979, 179.997, 0.00257191, 0.00943763
74.318, -1, -3, 366.301, -279.342, 297, 180, 0, 0, 1, 6.99881, 37, 366.323, -310.177, 297.017, 179.993, -0.0227105, -0.00906238
74.318, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 12.8969, 84, 320.938, -310.971, 297, 180, 0, 0
Fine Spiral Search
105.312, 0, 0, 369.954, -208.498, 297, 180, 0, 0, 1, 0.415424, 9, 369.454, -208.473, 296.965, -179.995, 0.000708459, -0.0141852
120.837, 0, 1, 361.458, 248.657, 296.965, -179.995, 0.000708459, -0.0141852, 1, 0.104449, 3, 361.405, 248.699, 296.863, 179.998, 0.0168364, -0.0100815
