Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
37.075, -1, -1, 379.985, 0.0196928, 297, 180, 0, 0, 1, 8.15794, 76, 267.279, -0.00376832, 296.931, -179.989, 0.0123063, 0.000265686
47.36, -1, -2, 267.279, -228.604, 297, 180, 0, 0, 1, 4.88495, 47, 266.254, -228.616, 296.949, -179.999, 0.00530849, 0.00754767
57.019, -1, -3, 318.079, 228.596, 297, 180, 0, 0, 1, 6.13914, 60, 318.096, 328.327, 296.979, 179.996, -0.00418901, -0.00522155
57.019, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 19.182, 183, 268.753, 328.548, 297, 180, 0, 0
Fine Spiral Search
70.494, 0, 0, 369.896, 226.493, 297, 180, 0, 0, 1, 0.000486342, 1, 318.182, 328.158, 297.011, 179.996, -0.0171597, -0.00945683
70.62, 0, 1, 316.132, -129.038, 297.011, 179.996, -0.0171597, -0.00945683, 1, 0.000143692, 1, 321.764, 319.772, 297.105, -179.978, -0.0248928, 0.0190537
70.744, 1, 0, 318.182, 328.158, 297.011, 179.996, -0.0171597, -0.00945683, 1, 0.00082386, 1, 321.764, 319.772, 297.105, -179.978, -0.0248928, 0.0190537
70.874, 1, 1, 321.764, 319.772, 297.105, -179.978, -0.0248928, 0.0190537, 1, 0.000140139, 1, 319.529, 322.364, 297.069, -179.993, -0.0135125, -0.000887391
