Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.427, -1, -1, 379.986, -0.0474232, 297, 180, 0, 0, 1, 3.09823, 30, 331.838, -0.112325, 296.892, 179.992, 0.0114261, -0.00354695
22.641, -1, -2, 331.838, 228.488, 297, 180, 0, 0, 1, 2.50422, 24, 331.066, 228.514, 296.942, 179.998, 0.00460401, 0.00635504
29.068, -1, -3, 382.638, -314.049, 297, 180, 0, 0, 1, 3.56378, 35, 382.635, -298.571, 296.922, -179.988, 0.000106078, -0.00554489
29.068, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 9.16623, 89, 332.846, -298.739, 297, 180, 0, 0
Fine Spiral Search
53.014, 0, 0, 434.102, -196.796, 297, 180, 0, 0, 1, 8.68468e-05, 1, 434.142, -196.764, 296.969, -179.999, 0.00459317, -0.00181785
53.122, 0, 1, 432.598, 260.434, 296.969, -179.999, 0.00459317, -0.00181785, 1, 9.39525e-05, 1, 432.575, 260.548, 296.943, -179.99, 0.00778955, -0.00678012
58.056, 1, 0, 434.142, -196.764, 296.969, -179.999, 0.00459317, -0.00181785, 1, 0.000109348, 1, 434.065, -189.357, 296.92, -179.987, 0.0162587, 0.00494099
62.888, 1, 1, 432.575, 260.548, 296.943, -179.99, 0.00778955, -0.00678012, 1, 7.77674e-05, 1, 432.567, 259.134, 296.935, -179.984, 0.0111699, -0.0140853
