Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.969, -1, -1, 379.974, -0.0228627, 297, 180, 0, 0, 1, 4.24606, 41, 334.609, -0.0548765, 296.972, -179.992, 0.00888104, 0.00280041
23.33, -1, -2, 334.609, 228.545, 297, 180, 0, 0, 1, 2.74736, 26, 334.374, 228.533, 296.99, 179.984, 0.00334901, 0.0066839
29.803, -1, -3, 385.409, -335.886, 297, 180, 0, 0, 1, 4.77606, 47, 385.373, -318.605, 297.009, 179.994, 0.0024157, -0.0122687
29.803, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 11.7695, 114, 334.936, -318.657, 297, 180, 0, 0
Fine Spiral Search
44.059, 0, 0, 385.632, -217.005, 297, 180, 0, 0, 1, 1.99082, 39, 384.636, -215.471, 297.04, 179.995, -0.00680719, -0.0103756
46.16, 0, 1, 384.167, 241.729, 297.04, 179.995, -0.00680719, -0.0103756, 1, 0.103248, 3, 384.114, 241.77, 296.97, 179.994, 0.00792213, -0.0109262
50.992, 1, 0, 384.636, -215.471, 297.04, 179.995, -0.00680719, -0.0103756, 1, 0.103386, 3, 384.627, -215.463, 297.044, 179.999, -0.00671819, -0.00552546
55.827, 1, 1, 384.114, 241.77, 296.97, 179.994, 0.00792213, -0.0109262, 1, 0.102814, 3, 384.114, 241.767, 296.984, -180, 0.0057118, -0.00888266
