Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
401.062, -1, -1, 379.994, -0.00179382, 297, 180, 0, 0, 1, 8.30275, 75, 292.491, 0.00379846, 297.03, 179.993, -0.00469161, 0.00166844
411.484, -1, -2, 292.491, -228.596, 297, 180, 0, 0, 1, 7.25931, 64, 308.495, -228.582, 296.971, -179.994, 0.00187316, 0.00772563
423.568, -1, -3, 343.291, 228.604, 297, 180, 0, 0, 1, 6.98302, 59, 343.303, 333.087, 297.023, 179.998, -0.00431451, -0.00257685
423.568, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 22.5451, 198, 269.532, 327.922, 297, 180, 0, 0
Fine Spiral Search
439.003, 0, 0, 377.98, 233.666, 297, 180, 0, 0, 1, 2.08961, 41, 376.626, 234.59, 297.109, -179.994, -0.0356854, -0.0147114
441.201, 0, 1, 408.558, -221.493, 297.109, -179.994, -0.0356854, -0.0147114, 1, 0.103809, 3, 408.587, -221.569, 297.087, -179.988, -0.0407931, -0.00682752
446.034, 1, 0, 376.626, 234.59, 297.109, -179.994, -0.0356854, -0.0147114, 1, 0.104768, 3, 376.579, 234.639, 297.062, -179.995, -0.0250376, -0.0160258
450.864, 1, 1, 408.587, -221.569, 297.087, -179.988, -0.0407931, -0.00682752, 1, 0.104613, 3, 408.548, -221.672, 297.044, -179.988, -0.0325681, -0.00819914
