Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.677, -1, -1, 379.988, 0.0212284, 297, 180, 0, 0, 1, 7.4315, 64, 297.969, 0.00326531, 296.952, -179.997, 0.00705534, 0.00660048
27.254, -1, -2, 297.969, -228.597, 297, 180, 0, 0, 1, 5.01309, 41, 300.908, -228.545, 296.965, -179.986, 0.00927797, 0.00986815
37.111, -1, -3, 348.769, 349.983, 297, 180, 0, 0, 1, 3.15361, 29, 348.698, 372.555, 296.881, 180, 0.0208203, 0.00515451
37.111, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 15.5982, 134, 293.188, 371.841, 297, 180, 0, 0
Fine Spiral Search
50.067, 0, 0, 396.086, 271.556, 297, 180, 0, 0, 1, 3.55889, 67, 394.08, 273.005, 297.137, -179.993, -0.0220525, -0.00308987
53.742, 0, 1, 399.958, -184.157, 297.137, -179.993, -0.0220525, -0.00308987, 1, 0.000157114, 1, 399.886, -181.788, 297.088, -179.994, -0.000782728, 0.00301041
58.491, 1, 0, 394.08, 273.005, 297.137, -179.993, -0.0220525, -0.00308987, 1, 0.00049779, 1, 394.043, 273.129, 297.105, -179.996, -0.0156126, 0.00177648
63.347, 1, 1, 399.886, -181.788, 297.088, -179.994, -0.000782728, 0.00301041, 1, 0.110019, 3, 399.849, -181.823, 297.08, -179.993, 0.00468977, 0.00580329
