Goal, 3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Coarse Spiral Search
22.813, -2, -1, 269.844, -614.498, 297, 180, 0, 0, 1, 0.551635, 3, 279.843, -614.498, 297, -180, 5.86831e-05, 0.000197031
53.825, -2, -2, -187.583, -609.785, 297, 180, 0, 0, 1, 0.652026, 3, -177.584, -609.786, 297, -180, 5.8689e-05, 0.000197036
Bisect
23.723, -1, -1, 279.843, -614.498, 297, 180, 0, 0, 1, 22.5938, 183, 292.546, -619.498, 297, -180, 5.86831e-05, 0.000197031
54.834, -1, -2, -177.584, -609.786, 297, 180, 0, 0, 1, 21.0769, 168, -162.646, -622.298, 297, -180, 5.8689e-05, 0.000197036
Fine Spiral Search
78.42, 0, 0, 292.234, -568.699, 297, 180, 0, 0, 1, 8.37654e-05, 1, 292.234, -568.7, 297, -180, 5.8682e-05, 0.000197011
83.325, 0, 1, -162.958, -571.5, 297, -180, 5.8682e-05, 0.000197011, 1, 8.65312e-05, 1, -162.372, -571.496, 297, -180, 5.86872e-05, 0.000197015
88.233, 1, 0, 292.234, -568.7, 297, -180, 5.8682e-05, 0.000197011, 1, 8.41605e-05, 1, 292.235, -568.7, 297, -180, 5.86872e-05, 0.000197034
93.245, 1, 1, -162.372, -571.496, 297, -180, 5.86872e-05, 0.000197015, 1, 0.101992, 3, -161.915, -571.494, 297, -180, 5.86873e-05, 0.00019702
