Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.464, -1, -1, 379.998, -0.0216624, 297, 180, 0, 0, 1, 3.67636, 35, 328.152, -0.0479666, 296.955, -179.995, 0.00934447, -0.0018314
23.454, -1, -2, 328.152, -228.648, 297, 180, 0, 0, 1, 2.93473, 28, 328.395, -228.698, 296.922, -179.988, 0.01334, 0.00415074
30.111, -1, -3, 378.952, 355.368, 297, 180, 0, 0, 1, 1.72627, 17, 379.012, 367.04, 297.004, -179.996, -0.00693482, -0.00669848
30.111, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.33736, 80, 327.762, 366.985, 297, 180, 0, 0
Fine Spiral Search
52.831, 0, 0, 429.47, 265.493, 297, 180, 0, 0, 1, 3.61764, 69, 427.521, 266.889, 297, -179.998, -0.00514362, -0.0182018
56.556, 0, 1, 428.007, -190.31, 297, -179.998, -0.00514362, -0.0182018, 1, 0.104294, 3, 427.972, -190.372, 296.973, -179.993, 0.00218197, -0.017126
61.395, 1, 0, 427.521, 266.889, 297, -179.998, -0.00514362, -0.0182018, 1, 0.103511, 3, 427.509, 266.969, 297.004, -179.993, -0.00632496, -0.00998534
66.228, 1, 1, 427.972, -190.372, 296.973, -179.993, 0.00218197, -0.017126, 1, 0.10442, 3, 427.93, -190.437, 296.976, -179.994, 0.00838353, -0.0219046
