Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.505, -1, -1, 379.988, -0.0137256, 297, 180, 0, 0, 1, 4.19104, 38, 326.313, 0.00365754, 296.915, -179.999, 0.016331, 0.0151002
24.731, -1, -2, 326.313, -228.596, 297, 180, 0, 0, 1, 5.6435, 52, 322.321, -228.616, 296.984, -179.999, 0.000640546, 0.0004163
35.12, -1, -3, 377.113, 322.575, 297, 180, 0, 0, 1, 2.33101, 21, 377.091, 330.064, 296.959, 179.994, -0.000587943, 0.00918883
35.12, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 12.1656, 111, 332.09, 330.85, 297, 180, 0, 0
Fine Spiral Search
46.981, 0, 0, 431.901, 227.492, 297, 180, 0, 0, 1, 3.55001, 67, 429.939, 228.944, 297.137, 179.997, -0.033587, -0.00497587
50.644, 0, 1, 421.956, -228.187, 297.137, 179.997, -0.033587, -0.00497587, 1, 0.104077, 3, 421.944, -227.925, 297.132, 179.993, -0.02288, -0.00483945
55.528, 1, 0, 429.939, 228.944, 297.137, 179.997, -0.033587, -0.00497587, 1, 0.117405, 3, 429.972, 228.946, 297.118, -179.999, -0.0290092, -0.0028915
60.398, 1, 1, 421.944, -227.925, 297.132, 179.993, -0.02288, -0.00483945, 1, 0.104721, 3, 422.149, -225.17, 297.136, 179.991, -0.0251491, -0.0116036
