Goal, RMMASq3
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
31.815, -1, -1, 379.974, 0.0070841, 297, 180, 0, 0, 1, 4.46465, 42, 315.416, -0.0701768, 296.971, 179.986, 0.0130334, -0.000402201
53.498, -1, -2, 315.416, 228.53, 297, 180, 0, 0, 1, 4.0944, 38, 304.646, 228.584, 297.013, -180, -0.00469942, 0.00931538
76.42, -1, -3, 366.216, -277.721, 297, 180, 0, 0, 1, 4.74183, 45, 366.161, -262.481, 296.983, 179.997, 0.00487739, -0.00220958
76.42, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 13.3009, 125, 327.861, -264.285, 297, 180, 0, 0
Fine Spiral Search
105.103, 0, 0, 373.825, -160.407, 297, 180, 0, 0, 1, 1.16465, 23, 373.405, -161.408, 297.049, 179.98, -0.0157482, -0.00101604
121.39, 0, 1, 351.894, 295.285, 297.049, 179.98, -0.0157482, -0.00101604, 1, 0.00052187, 1, 351.857, 294.97, 296.985, 179.971, 0.00239245, -0.000134356
141.334, 1, 0, 373.405, -161.408, 297.049, 179.98, -0.0157482, -0.00101604, 1, 0.104355, 3, 373.378, -161.45, 297.045, 179.983, -0.0173851, -0.00034016
161.373, 1, 1, 351.857, 294.97, 296.985, 179.971, 0.00239245, -0.000134356, 1, 0.10471, 3, 351.801, 295.006, 296.896, 179.963, 0.0245544, 0.00544928
