Goal, TEST
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
51.161, -1, -1, 379.978, -0.00295982, 297, 180, 0, 0, 1, 6.73365, 56, 257.735, 0.0255363, 296.939, 179.999, 0.0118147, 0.02041
60.004, -1, -2, 257.735, -228.574, 297, 180, 0, 0, 1, 4.68518, 43, 234.443, -228.582, 296.946, -179.998, 0.00956416, 0.00566768
69.407, -1, -3, 308.535, 228.626, 297, 180, 0, 0, 1, 4.75599, 43, 308.56, 324.105, 297.058, 179.998, -0.00970327, 0.00260366
69.407, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 16.1748, 142, 290.937, 325.9, 297, 180, 0, 0
Fine Spiral Search
82.814, 0, 0, 381.716, 214.525, 297, 180, 0, 0, 1, 2.07907, 41, 380.182, 215.42, 297.036, 179.992, -0.00812253, -0.00590091
85, 0, 1, 333.84, -239.425, 297.036, 179.992, -0.00812253, -0.00590091, 1, 0.104346, 3, 333.836, -239.509, 296.971, -180, -0.00719108, -0.00131533
89.832, 1, 0, 380.182, 215.42, 297.036, 179.992, -0.00812253, -0.00590091, 1, 0.104631, 3, 380.143, 215.482, 296.919, 179.982, 0.0105729, 0.00169308
94.662, 1, 1, 333.836, -239.509, 296.971, -180, -0.00719108, -0.00131533, 1, 0.103202, 3, 333.81, -239.556, 296.931, -179.996, -0.00365557, -0.00543564
