Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
32.17, -1, -1, 379.991, -0.0300137, 297, 180, 0, 0, 1, 3.67501, 34, 334.409, -0.0978649, 296.965, -180, -0.00429419, -0.00831385
53.006, -1, -2, 334.409, -228.698, 297, 180, 0, 0, 1, 1.75442, 17, 331.6, -228.731, 296.945, -179.991, 0.0103477, -0.0101069
73.588, -1, -3, 385.209, 343.583, 297, 180, 0, 0, 1, 1.7329, 17, 385.192, 338.807, 297.019, 179.998, 0.00528723, -0.00454649
73.588, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 7.16233, 68, 338.579, 339.38, 297, 180, 0, 0
Fine Spiral Search
100.013, 0, 0, 438.924, 236.54, 297, 180, 0, 0, 1, 1.97366, 39, 437.75, 237.675, 296.789, 179.986, 0.0340147, -0.0152926
117.118, 0, 1, 432.134, -219.491, 296.789, 179.986, 0.0340147, -0.0152926, 1, 0.10237, 3, 432.094, -219.565, 296.781, 179.992, 0.0352309, -0.0206773
137.103, 1, 0, 437.75, 237.675, 296.789, 179.986, 0.0340147, -0.0152926, 1, 0.103328, 3, 437.725, 237.718, 296.785, 179.983, 0.0358924, -0.0186864
157.046, 1, 1, 432.094, -219.565, 296.781, 179.992, 0.0352309, -0.0206773, 1, 0.103575, 3, 432.052, -219.63, 296.784, 179.987, 0.0406063, -0.0193061
