Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.34, -1, -1, 379.995, -0.0203701, 297, 180, 0, 0, 1, 4.90067, 48, 322.999, -0.0418467, 296.895, -179.996, 0.00837511, -0.00742346
24.556, -1, -2, 322.999, -228.642, 297, 180, 0, 0, 1, 3.16073, 31, 323.82, -228.671, 296.987, -179.994, 0.0109396, 0.00607384
31.435, -1, -3, 373.799, 382.989, 297, 180, 0, 0, 1, 2.55283, 25, 373.824, 380.618, 296.9, 179.994, 0.00698246, -0.00515882
31.435, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 10.6142, 104, 321.632, 380.43, 297, 180, 0, 0
Fine Spiral Search
44.053, 0, 0, 423.596, 279.196, 297, 180, 0, 0, 1, 1.96865, 39, 422.037, 280.11, 296.99, 179.993, 0.000209525, -0.00782844
46.13, 0, 1, 423.68, -177.088, 296.99, 179.993, 0.000209525, -0.00782844, 1, 0.103207, 3, 423.711, -176.178, 296.964, 179.996, 0.0121317, -0.00371941
50.962, 1, 0, 422.037, 280.11, 296.99, 179.993, 0.000209525, -0.00782844, 1, 9.90844e-05, 1, 422.048, 279.682, 296.999, 179.994, -0.00436516, -0.0141598
55.69, 1, 1, 423.711, -176.178, 296.964, 179.996, 0.0121317, -0.00371941, 1, 8.76364e-05, 1, 423.595, -176.211, 296.884, -179.984, 0.0411637, -2.08711e-05
