Goal, RMMASq1
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
17.072, -1, -1, 380.001, -0.049372, 297, 180, 0, 0, 1, 7.34545, 67, 295.044, -0.0730709, 296.9, -179.993, 0.0156218, -0.00886732
26.331, -1, -2, 295.044, -228.673, 297, 180, 0, 0, 1, 3.36544, 33, 291.771, -228.665, 296.97, 179.999, 0.0167649, 0.0092228
33.418, -1, -3, 345.844, 293.793, 297, 180, 0, 0, 1, 8.82419, 82, 345.852, 341.511, 296.972, 179.998, 0.00291273, -0.000469231
33.418, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 19.5351, 182, 299.944, 342.168, 297, 180, 0, 0
Fine Spiral Search
51.5, 0, 0, 400.079, 239.124, 297, 180, 0, 0, 1, 0.000125928, 1, 400.147, 239.047, 296.98, 179.989, -0.0035008, -0.00560348
51.608, 0, 1, 393.602, -218.106, 296.98, 179.989, -0.0035008, -0.00560348, 1, 3.84523, 75, 392.129, -219.762, 296.93, 179.993, -0.000989691, -0.000135083
60.382, 1, 0, 400.147, 239.047, 296.98, 179.989, -0.0035008, -0.00560348, 1, 0.102474, 3, 400.14, 239.08, 296.956, 179.986, 0.00400526, -0.0027976
65.307, 1, 1, 392.129, -219.762, 296.93, 179.993, -0.000989691, -0.000135083, 1, 0.000123954, 1, 392.107, -219.783, 296.859, -179.993, 0.00474881, -9.26923e-05
