Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.98, -1, -1, 380.011, -0.0538761, 297, 180, 0, 0, 1, 3.06435, 30, 320.977, -0.0818362, 296.98, -179.999, -0.00591335, 0.00957566
22.158, -1, -2, 320.977, -228.682, 297, 180, 0, 0, 1, 2.95955, 29, 316.909, -228.673, 297.033, -179.993, 0.00729152, 0.0065951
28.837, -1, -3, 371.777, 353.498, 297, 180, 0, 0, 1, 1.52509, 15, 371.768, 345.481, 297.033, -179.999, -0.00528687, 0.0114666
28.837, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 7.54899, 74, 327.139, 346.275, 297, 180, 0, 0
Fine Spiral Search
40.223, 0, 0, 426.915, 242.884, 297, 180, 0, 0, 1, 3.4251, 67, 425.019, 244.427, 296.921, 179.998, 0.0110036, -0.0111638
43.756, 0, 1, 416.886, -212.7, 296.921, 179.998, 0.0110036, -0.0111638, 1, 0.104213, 3, 416.9, -211.934, 296.937, -180, 0.0138386, -0.0223044
48.585, 1, 0, 425.019, 244.427, 296.921, 179.998, 0.0110036, -0.0111638, 1, 8.88206e-05, 1, 424.981, 244.194, 296.844, 179.993, 0.0274183, -0.0105178
53.311, 1, 1, 416.9, -211.934, 296.937, -180, 0.0138386, -0.0223044, 1, 0.000114875, 1, 416.864, -212.015, 296.893, -179.992, 0.0222918, -0.0208689
