Goal, RMMASq2
time, iter, marker, init_x, init_y, init_z, init_xrot, init_yrot, init_zrot,ok, time_elapsed, steps,x, y, z, xrot, yrot, zrot
Edge
16.985, -1, -1, 380.018, 0.000736986, 297, 180, 0, 0, 1, 3.15491, 30, 315.766, -0.00537164, 296.998, -180, -0.00922102, 0.00698196
22.164, -1, -2, 315.766, -228.605, 297, 180, 0, 0, 1, 2.50402, 24, 314.953, -228.574, 296.91, -179.984, 0.0211567, -0.00375849
28.599, -1, -3, 366.566, 366.72, 297, 180, 0, 0, 1, 2.7429, 27, 366.569, 356.896, 296.979, 179.989, 0.00663006, -0.00977266
28.599, -1, -4, N/A, N/A, N/A, NA, N/A, N/A, 1, 8.40183, 81, 317.035, 357.072, 297, 180, 0, 0
Fine Spiral Search
41.439, 0, 0, 418.273, 255.111, 297, 180, 0, 0, 1, 0.944129, 19, 417.27, 255.505, 296.954, 179.994, 0.00885786, -0.00513184
42.49, 0, 1, 415.645, -201.692, 296.954, 179.994, 0.00885786, -0.00513184, 1, 0.10348, 3, 415.697, -201.125, 296.971, 179.991, 0.00468358, -0.00884261
47.327, 1, 0, 417.27, 255.505, 296.954, 179.994, 0.00885786, -0.00513184, 1, 8.96102e-05, 1, 417.232, 254.853, 296.925, 179.991, 0.018517, -0.00867493
52.06, 1, 1, 415.697, -201.125, 296.971, 179.991, 0.00468358, -0.00884261, 1, 0.000171325, 1, 415.676, -201.243, 296.905, 179.996, 0.0134044, -0.00744616
